trip_id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pu_zone,do_zone,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance_miles,rate_code,payment_type,fare_amount,tip_amount,tolls_amount,congestion_surcharge,total_amount
1401,V2,2024-01-13 02:53:00,2024-01-13 03:36:04.030558320,3.0,Brooklyn,Queens,40.672711746376855,-73.95878535963917,40.74013927069852,-73.79756484633985,10.026,standard,card,49.77,9.98,0.0,0.0,59.75
240,V1,2024-03-10 00:58:00,2024-03-10 01:11:43.535066250,2.0,Manhattan,Manhattan,40.787539594576415,-73.98095221411633,40.82354785637494,-73.97624027486594,2.329,standard,card,13.46,1.15,0.0,2.75,17.36
5076,V1,2024-01-14 21:58:00,2024-01-14 22:57:23.570226990,3.0,Manhattan,JFK Airport,40.798695211695204,-73.97442126824116,40.63650722895677,-73.78555780186896,14.972,airport_flat,card,70.73,13.12,0.0,2.75,86.6
2403,V2,2024-03-11 20:33:00,2024-03-11 21:22:53.435329836,4.0,Bronx,Brooklyn,40.84619172240534,-73.86840979577346,40.68905879090724,-73.9412042251884,11.36,standard,card,57.79,4.75,0.0,0.0,62.54
3072,V1,2024-01-16 20:38:00,2024-01-16 21:06:43.958077458,3.0,LaGuardia Airport,Manhattan,40.76231316204829,-73.86615822230571,40.76420976866916,-74.01825685005811,8.034,airport_flat,cash,39.59,0.0,6.94,0.0,46.53
3129,V1,2024-01-13 05:26:00,2024-01-13 06:06:05.404192746,4.0,Queens,Manhattan,40.72742464232328,-73.79388830146218,40.766889635612884,-73.96740059595453,9.289,standard,cash,47.37,0.0,0.0,0.0,47.37
5314,V2,2024-01-10 15:31:00,2024-01-10 16:55:42.379557444,4.0,Queens,Staten Island,40.74886259602885,-73.79999258377849,40.59600421607844,-74.14032255070016,21.253,standard,card,99.3,17.93,0.0,0.0,117.23
2037,V2,2024-01-19 23:55:00,2024-01-20 00:31:43.201212804,3.0,LaGuardia Airport,JFK Airport,40.776251712061914,-73.87479938178302,40.63295930043547,-73.79592584558878,11.039,airport_flat,cash,48.9,0.0,0.0,0.0,48.9
2606,V2,2024-03-04 19:17:00,2024-03-04 19:38:21.969213642,2.0,Manhattan,Manhattan,40.79505295840262,-73.93978077628891,40.74737085225351,-73.9929611984396,3.97,standard,card,24.67,2.87,0.0,2.75,30.29
3077,V2,2024-03-12 05:18:00,2024-03-12 05:27:19.526023758,3.0,Manhattan,Manhattan,0.0,0.0,40.77178349499946,-73.97460232256367,2.346,standard,card,13.4,2.73,0.0,2.75,18.88
6030,V2,2024-03-19 16:03:00,2024-03-19 17:03:35.885586198,2.0,Manhattan,Bronx,40.7864936913257,-73.93910425369153,40.83570469962293,-73.82191267427406,7.232,standard,card,51.5,9.78,0.0,2.75,64.03
1967,V2,2024-02-29 02:57:00,2024-02-29 03:25:19.642255788,3.0,Bronx,Manhattan,40.8548369035043,-73.84842166800212,40.79589213030071,-73.93119913896767,6.204,standard,card,32.21,7.03,0.0,0.0,39.24
4615,V2,2024-02-26 17:42:00,2024-02-26 18:09:52.729348896,4.0,Manhattan,Manhattan,40.798823418812624,-73.94204263624563,40.7639474586185,-74.01436865464711,4.28,standard,card,27.01,3.42,0.0,2.75,33.18
555,V1,2024-02-22 07:00:00,2024-02-22 09:28:22.409622498,1.0,Manhattan,Staten Island,40.81189267061053,-73.95148706413444,40.582397966075256,-74.18142025445162,20.894,standard,cash,128.7,0.0,0.0,2.75,131.45
1413,V1,2024-02-04 03:39:00,2024-02-04 04:22:39.567828468,3.0,JFK Airport,Manhattan,40.66349116133494,-73.79325442265055,40.7682556654416,-73.9693790859334,11.456,airport_flat,card,54.97,6.15,6.94,0.0,68.06
7278,V2,2024-03-26 18:42:00,2024-03-26 21:14:33.375199722,1.0,Queens,Staten Island,40.68105769468522,-73.81430153311133,40.5688523011073,-74.18534007340743,21.247,standard,card,129.18,17.95,0.0,0.0,147.13
6811,V2,2024-03-28 14:07:00,2024-03-28 14:26:05.718509112,1.0,Manhattan,LaGuardia Airport,40.80256168298172,-73.94243565392026,40.7988830075238,-73.84671162076414,4.73,airport_flat,card,24.6,2.07,6.94,2.75,36.36
4920,V1,2024-03-20 21:38:00,2024-03-20 22:43:23.187585408,3.0,Manhattan,Queens,40.78142877213703,-73.98168485806742,40.71152822443928,-73.77469350855165,11.853,standard,cash,68.04,0.0,0.0,2.75,70.79
2630,V1,2024-02-18 08:17:00,2024-02-18 09:50:31.723899660,1.0,Manhattan,Queens,40.79003855787873,-73.9883346433966,40.720499708972305,-73.78827755305109,11.667,standard,cash,76.87,0.0,0.0,2.75,79.62
4950,V2,2024-01-26 01:27:00,2024-01-26 01:46:37.640838486,2.0,Queens,JFK Airport,40.74288005544762,-73.79823870108797,40.674833490549375,-73.78697308860592,4.808,airport_flat,cash,23.14,0.0,0.0,0.0,23.14
2113,V1,2024-03-27 06:56:00,2024-03-27 06:59:51.830822742,3.0,Manhattan,Manhattan,40.78795741742445,-73.99226117906905,40.777432529162084,-74.00025235878488,0.85,standard,card,8.9,1.85,0.0,2.75,13.5
3348,V2,2024-03-10 08:11:00,2024-03-10 09:21:31.573005287,2.0,Queens,Manhattan,40.70719789456458,-73.80143095923192,40.780300641933096,-73.91835860439097,8.066,standard,card,57.44,6.51,0.0,0.0,63.95
7240,V1,2024-01-06 06:46:00,2024-01-06 08:00:13.890689658,2.0,JFK Airport,Manhattan,40.6645970066304,-73.77687265922289,40.793092964666116,-73.99935055441445,14.357,airport_flat,mobile_wallet,75.54,7.28,6.94,0.0,89.76
4956,V1,2024-01-04 04:09:00,2024-01-04 04:11:30.243497052,2.0,Manhattan,Manhattan,40.77610384662188,-73.96553035650868,40.76824289501804,-73.95984978897697,0.102,standard,mobile_wallet,3.55,0.8,0.0,2.75,7.1
4049,V2,2024-02-24 00:47:00,2024-02-24 01:28:58.133248494,3.0,Manhattan,Brooklyn,40.795662846220665,-73.95410786207997,40.65479948737002,-73.918595640278,10.198,standard,cash,51.8,0.0,0.0,2.75,54.55
3981,V2,2024-01-04 10:27:00,2024-01-04 11:04:38.957740728,3.0,Manhattan,Brooklyn,40.79634913183268,-73.97868915780681,40.67877301867517,-73.94068363385698,8.529,standard,card,42.57,7.86,0.0,2.75,53.18
3870,V2,2024-01-15 04:41:00,2024-01-15 05:23:06.340439160,3.0,Brooklyn,Manhattan,40.64848093977047,-73.9344840116232,40.7626235805663,-73.98601202253663,8.721,standard,mobile_wallet,45.25,4.54,0.0,0.0,49.79
1075,V1,2024-03-14 08:31:00,2024-03-14 09:45:36.850328820,1.0,JFK Airport,Bronx,40.694853064458506,-73.75668355569832,40.85511765544253,-73.8532888213338,11.809,airport_flat,cash,69.93,0.0,0.0,0.0,69.93
5133,V2,2024-02-10 17:54:00,2024-02-10 17:55:47.937590364,1.0,Manhattan,Manhattan,40.76906059785764,-73.96647010351532,40.77408855444731,-73.95208394658516,0.628,standard,card,8.17,1.55,0.0,2.75,12.47
6575,V1,2024-01-14 07:06:00,2024-01-14 07:12:00.263791932,2.0,Brooklyn,Brooklyn,40.69696423894243,-73.95442106353971,40.6894137397827,-73.9289660347813,1.109,standard,cash,6.87,0.0,0.0,0.0,6.87
3361,V2,2024-01-23 00:53:00,2024-01-23 01:39:48.860834382,4.0,Manhattan,JFK Airport,40.76446949332043,-73.98714376000873,40.67531268432713,-73.77067748011234,12.685,airport_flat,card,57.77,2.91,6.94,2.75,70.37
997,V1,2024-01-19 13:13:00,2024-01-19 13:30:32.210484942,4.0,Queens,JFK Airport,40.6928773766823,-73.80030923480788,40.6511308851819,-73.76734432586197,3.368,airport_flat,cash,20.42,0.0,6.94,0.0,27.36
6716,V1,2024-01-19 19:32:00,2024-01-19 21:43:39.025467438,2.0,JFK Airport,Manhattan,40.6192344378768,-73.76607846942304,40.78010031394265,-73.96326062488713,15.402,airport_flat,cash,104.79,0.0,6.94,0.0,111.73
4536,V2,2024-03-13 01:43:00,2024-03-13 02:13:00.354743226,3.0,Manhattan,LaGuardia Airport,40.78558058723503,-73.98498533473784,40.76426466179484,-73.84167168126596,7.519,airport_flat,card,36.71,6.43,0.0,2.75,45.89
711,V1,2024-01-28 00:02:00,2024-01-28 00:26:28.560933690,3.0,LaGuardia Airport,Bronx,40.758604736222686,-73.91870352596854,40.82774266707287,-73.85995821822908,5.565,airport_flat,cash,28.5,0.0,6.94,0.0,35.44
5007,V1,2024-01-31 23:01:00,2024-02-01 00:35:16.611185003,2.0,Staten Island,Queens,40.57092003319852,-74.11621910026629,40.7194399471059,-73.79367427384932,19.408,standard,card,99.42,10.92,0.0,0.0,110.34
6210,V2,2024-03-12 20:58:00,2024-03-12 21:49:35.778957198,4.0,JFK Airport,Manhattan,40.65855751471411,-73.80904160428649,40.798184927728904,-73.98284779475372,12.98,airport_flat,cash,62.11,0.0,0.0,0.0,62.11
4442,V1,2024-03-03 13:26:00,2024-03-03 14:09:22.085932188,1.0,Manhattan,Queens,40.766641205857475,-73.97184796651268,40.728745269720434,-73.79567368937751,9.54,standard,cash,50.11,0.0,0.0,2.75,52.86
5843,V2,2024-01-18 19:40:00,2024-01-18 20:23:16.899688878,2.0,Manhattan,Bronx,40.76509930712836,-73.96652067466587,40.89367410892278,-73.90824586409967,9.266,standard,card,49.53,5.46,0.0,2.75,57.74
1812,V2,2024-01-28 01:11:00,2024-01-28 01:45:38.444986836,4.0,Brooklyn,Manhattan,40.70621048581228,-73.96042369183492,40.80989295658283,-73.97414791148641,6.996,standard,card,38.43,7.17,0.0,0.0,45.6
5062,V2,2024-01-18 18:18:00,2024-01-18 18:38:22.972439304,2.0,Manhattan,LaGuardia Airport,40.811957563921254,-73.94356792996436,40.77313729607491,-73.89345324356951,3.492,airport_flat,mobile_wallet,21.48,4.83,6.94,2.75,36.0
3802,V1,2024-01-04 09:36:00,2024-01-04 09:40:21.001591194,3.0,Manhattan,Manhattan,0.0,0.0,40.76208623474758,-73.96611275330926,1.335,standard,card,9.27,0.97,0.0,2.75,12.99
6319,V1,2024-03-14 01:34:00,2024-03-14 01:51:17.529554760,2.0,Brooklyn,Queens,40.69050110280693,-73.90535441248383,40.74413120447164,-73.8293010739396,5.083,standard,mobile_wallet,25.21,3.1,0.0,0.0,28.31
320,V2,2024-02-07 12:06:00,2024-02-07 12:38:45.639669156,1.0,LaGuardia Airport,Brooklyn,40.7844193321565,-73.9020536786779,40.697064605441206,-73.95582347187349,6.827,airport_flat,card,36.0,4.08,0.0,0.0,40.08
2318,V1,2024-01-21 08:48:00,2024-01-21 09:49:10.925299560,1.0,Bronx,Brooklyn,40.845130432074534,-73.85138460514385,40.69510272687756,-73.9378337018719,11.459,standard,card,62.77,6.06,0.0,0.0,68.83
2930,V1,2024-02-10 20:58:00,2024-02-10 21:43:38.813293614,1.0,Queens,Manhattan,40.706573072949844,-73.82877043909872,40.763552743014024,-73.97021714102804,9.016,standard,card,50.43,4.64,0.0,0.0,55.07
2927,V2,2024-03-07 22:51:00,2024-03-07 23:29:21.770985216,1.0,Queens,Brooklyn,40.730229353869234,-73.78746723021025,40.66669124311202,-73.95995406713892,10.223,standard,card,49.34,12.05,0.0,0.0,61.39
6731,V2,2024-01-11 13:49:00,2024-01-11 15:03:44.229542640,2.0,JFK Airport,Bronx,40.63945849190745,-73.78653108716938,40.86400234794835,-73.87729470472206,15.487,airport_flat,card,80.02,16.09,0.0,0.0,96.11
7379,V2,2024-01-14 19:18:00,2024-01-14 20:13:25.342111080,2.0,Brooklyn,Manhattan,40.67946828418794,-73.98641621542176,40.772521958145205,-73.96633487446171,6.515,standard,card,45.54,7.13,0.0,0.0,52.67
7664,V2,2024-03-01 09:23:00,2024-03-01 10:32:00.747172710,2.0,LaGuardia Airport,Queens,40.759420915581686,-73.87549929815458,40.70507285384198,-73.7954451569024,5.579,airport_flat,card,50.69,8.55,6.94,0.0,66.18
998,V2,2024-03-14 20:10:00,2024-03-14 20:47:58.136893362,3.0,Manhattan,Brooklyn,40.81474799105383,-73.96955472224221,40.67074694293078,-73.9703471917231,9.905,standard,card,50.55,4.89,0.0,2.75,58.19
2580,V1,2024-01-28 05:07:00,2024-01-28 05:31:44.129827758,4.0,LaGuardia Airport,Manhattan,40.80794790446548,-73.90272461335755,40.76673677859049,-73.99643535969598,5.261,airport_flat,card,26.62,5.63,0.0,0.0,32.25
6635,V1,2024-02-16 10:49:00,2024-02-16 11:51:55.927978524,4.0,Staten Island,Manhattan,40.60873461844271,-74.17037313328316,40.79386893485135,-73.97815768664401,15.989,standard,card,77.44,15.18,0.0,0.0,92.62
6262,V2,2024-01-09 00:38:00,2024-01-09 01:13:31.477532028,3.0,Manhattan,Queens,40.78670301504506,-73.92895543524259,40.7364609444756,-73.78153560168373,8.475,standard,mobile_wallet,40.93,4.19,0.0,2.75,47.87
6200,V1,2024-03-13 21:11:00,2024-03-13 21:25:06.729220290,1.0,LaGuardia Airport,Queens,40.76896242109749,-73.88067852693659,40.76502729881067,-73.81353815032573,3.417,airport_flat,card,16.75,3.41,0.0,0.0,20.16
731,V2,2024-03-12 00:23:00,2024-03-12 00:34:42.438594582,4.0,Manhattan,Manhattan,40.73767245823199,-73.96013700757344,40.773572251551386,-73.97339410463391,2.47,standard,card,15.39,2.93,0.0,2.75,21.07
4344,V2,2024-02-22 07:27:00,2024-02-22 08:39:06.845476104,,Manhattan,JFK Airport,40.78980213348808,-73.97020570265198,40.675276984662375,-73.7873931689946,12.55,airport_flat,card,69.45,8.35,6.94,2.75,87.49
4875,V1,2024-03-24 12:02:00,2024-03-24 12:38:10.488764004,3.0,Brooklyn,Manhattan,40.68861471717794,-73.95340962696622,40.80895892519407,-73.93432755896258,8.354,standard,cash,40.68,0.0,0.0,0.0,40.68
1596,V1,2024-02-21 21:08:00,2024-02-21 21:49:47.778240708,3.0,Queens,Brooklyn,40.745562071431294,-73.79698170905442,40.67208531235735,-73.90607347204433,7.286,standard,card,41.23,7.38,0.0,0.0,48.61
7874,V2,2024-01-14 12:56:00,2024-01-14 13:30:45.830231862,1.0,Manhattan,Queens,40.78394351985124,-73.9769268419711,40.71961565012883,-73.84175882781837,8.483,standard,cash,43.3,0.0,0.0,2.75,46.05
2652,V2,2024-01-20 01:27:00,2024-01-20 01:46:57.229341222,4.0,Brooklyn,Brooklyn,40.653744564871936,-73.93465278635453,40.69184816923076,-73.93382052408344,2.945,standard,card,23.02,3.94,0.0,0.0,26.96
7423,V1,2024-03-06 03:19:00,2024-03-06 03:42:03.373059756,1.0,Manhattan,Brooklyn,40.787938012151834,-73.96322899818344,40.682697515303055,-73.93735386124828,6.525,standard,,29.65,6.74,0.0,2.75,39.14
102,V2,2024-01-03 03:37:00,2024-01-03 04:14:45.499236168,1.0,Queens,Manhattan,40.72412811974912,-73.7937744737197,40.773504662406125,-73.95206764046493,9.117,standard,card,44.55,8.37,0.0,0.0,52.92
6276,V1,2024-02-14 02:41:00,2024-02-14 02:50:31.911510384,3.0,Bronx,Bronx,40.85467147101491,-73.84267181133356,40.869508303366636,-73.90100617280561,3.161,standard,card,14.63,1.03,0.0,0.0,15.66
6614,V2,2024-02-14 04:27:00,2024-02-14 04:37:02.551056750,1.0,Manhattan,Manhattan,40.763877981779196,-73.99276097049167,40.78130534170059,-73.9514110829693,2.331,standard,cash,14.84,0.0,0.0,2.75,17.59
2190,V2,2024-03-18 09:52:00,2024-03-18 10:29:35.175759576,2.0,LaGuardia Airport,Manhattan,40.79812115684709,-73.86449960693184,40.7402363194642,-73.94235593494972,5.507,airport_flat,mobile_wallet,34.47,7.4,6.94,0.0,48.81
1143,V2,2024-01-31 08:42:00,2024-01-31 10:04:21.775381638,1.0,JFK Airport,Manhattan,40.63996126204023,-73.77141305158106,40.77608517919312,-73.96800927319357,13.62,airport_flat,,77.73,17.93,6.94,0.0,102.6
1288,V1,2024-03-29 22:32:00,2024-03-29 23:00:36.947249670,1.0,Manhattan,Brooklyn,40.796098938220474,-73.98658910933612,40.688240562554775,-73.96487115487801,7.553,standard,card,-38.6,6.45,0.0,2.75,-38.6
7656,V1,2024-01-28 15:03:00,2024-01-28 15:53:23.103091104,3.0,Bronx,Queens,40.86911557381472,-73.84571033102665,40.70826201241421,-73.81235840541261,11.209,standard,cash,57.36,0.0,0.0,0.0,57.36
6938,V1,2024-02-03 07:05:00,2024-02-03 08:15:16.646874005,4.0,Brooklyn,Manhattan,40.68800647754172,-73.93738613465231,40.78133910580192,-73.96351378386099,6.364,standard,cash,50.94,0.0,0.0,0.0,50.94
1946,V2,2024-03-29 16:54:00,2024-03-29 17:34:23.208660606,4.0,LaGuardia Airport,Manhattan,40.82661762675892,-73.86918300917131,40.806035883242195,-73.9784401771803,5.265,airport_flat,card,35.62,5.93,6.94,0.0,48.49
7824,V2,2024-01-30 20:42:00,2024-01-30 21:17:57.906101016,1.0,Manhattan,Queens,40.780105805905166,-73.975932443313,40.726295308452535,-73.80780498225859,9.227,standard,cash,44.71,0.0,0.0,2.75,47.46
7471,V2,2024-03-10 08:41:00,2024-03-10 08:42:48.624982170,2.0,Manhattan,Manhattan,40.78094668246113,-73.9928945397825,40.77396278338276,-73.98303106654541,0.731,standard,card,6.55,1.15,0.0,2.75,10.45
3214,V2,2024-02-19 15:14:00,2024-02-19 16:06:51.812910198,3.0,Queens,Manhattan,40.70391926174949,-73.76918456591326,40.77528652196006,-73.9477059229492,11.05,standard,card,57.27,6.57,0.0,0.0,63.84
7533,V2,2024-02-22 11:09:00,2024-02-22 11:18:55.529856300,4.0,Manhattan,Manhattan,40.74344469065468,-73.9810958376499,40.77052874821013,-73.9438076741797,2.26,standard,card,11.07,1.86,0.0,2.75,15.68
7375,V2,2024-01-24 15:21:00,2024-01-24 16:03:35.331131676,4.0,Brooklyn,Bronx,40.694181315995046,-73.94048659410133,40.84641270743215,-73.87780185803163,10.847,standard,card,51.96,5.11,0.0,0.0,57.07
7847,V2,2024-02-28 10:18:00,2024-02-28 11:01:55.985428368,2.0,Brooklyn,Manhattan,40.63930642629004,-73.95449981594804,40.804674563500285,-74.01086762209638,11.544,standard,card,56.29,10.62,0.0,0.0,66.91
4199,V2,2024-01-13 17:03:00,2024-01-13 17:41:10.506391884,4.0,Manhattan,Brooklyn,40.76661440399268,-73.97034345081711,40.69796037487941,-73.97844690841818,4.76,standard,cash,34.19,0.0,0.0,2.75,36.94
2756,V2,2024-02-16 20:36:00,2024-02-16 21:54:47.300746308,2.0,Staten Island,Brooklyn,40.574505185557975,-74.16814164650093,40.695485148293685,-73.90491470726565,16.528,standard,cash,84.21,0.0,0.0,0.0,84.21
6074,V1,2024-03-30 17:13:00,2024-03-30 18:26:55.011897126,2.0,Manhattan,Brooklyn,40.77793120201521,-73.98754280527749,40.66240616170746,-73.95009290191302,8.321,standard,card,58.07,14.47,0.0,2.75,75.29
3536,V2,2024-01-07 02:26:00,2024-01-07 03:31:05.586260832,1.0,Staten Island,Manhattan,40.568340507005246,-74.1684609820453,40.76430296302473,-73.95080327253062,17.788,standard,cash,82.04,0.0,0.0,0.0,82.04
1871,V1,2024-03-12 03:08:00,2024-03-12 03:15:38.750585172,3.0,Manhattan,Manhattan,40.78481124528594,-73.94003044390219,40.76759473739735,-73.96955074705075,1.818,standard,cash,13.39,0.0,0.0,2.75,16.14
4694,V1,2024-02-23 20:15:00,2024-02-23 21:14:48.210178224,,JFK Airport,Manhattan,40.617492740061856,-73.77394383603328,40.74968452336977,-73.96665031463256,13.868,airport_flat,card,67.07,12.05,0.0,0.0,79.12
4909,V1,2024-03-06 00:55:00,2024-03-06 01:32:28.105658538,3.0,Queens,Manhattan,40.71906404209063,-73.79113517237383,40.75520295122663,-73.96368279568223,9.226,standard,card,42.32,7.0,0.0,0.0,49.32
5338,V1,2024-02-02 14:43:00,2024-02-02 15:18:05.301088320,2.0,Queens,JFK Airport,40.696627230606744,-73.79249225026416,40.60047223675336,-73.78489181987668,7.172,airport_flat,mobile_wallet,38.61,2.44,0.0,0.0,41.05
4383,V2,2024-01-20 10:34:00,2024-01-20 12:12:19.192954314,1.0,Manhattan,Staten Island,40.77332827256184,-73.9674962378131,40.58691408603939,-74.17273674697987,16.545,standard,mobile_wallet,90.87,18.73,0.0,2.75,112.35
1745,V1,2024-02-08 12:09:00,2024-02-08 12:55:27.720073494,3.0,Bronx,JFK Airport,40.81348365980751,-73.84015400100043,40.64568569985934,-73.75579986585423,12.553,airport_flat,card,59.3,6.8,6.94,0.0,73.04
6772,V2,2024-02-22 14:50:00,2024-02-22 15:34:33.623882484,2.0,Queens,Bronx,40.738877963222684,-73.85093491092879,40.87569798170366,-73.84168269047933,9.727,standard,card,50.24,11.1,0.0,0.0,61.34
5748,V2,2024-01-02 11:13:00,2024-01-02 11:49:04.173556643,4.0,LaGuardia Airport,Brooklyn,40.77132757109262,-73.91581852386808,40.67471290557578,-73.98092382773399,7.254,airport_flat,mobile_wallet,40.78,4.33,6.94,0.0,52.05
1562,V2,2024-03-13 07:49:00,2024-03-13 09:52:16.283085480,1.0,Queens,Manhattan,40.69758417754418,-73.77989911228278,40.775281557169016,-73.97301604207536,10.981,standard,no_charge,89.77,8.86,0.0,0.0,98.63
7983,V1,2024-03-12 23:35:00,2024-03-13 00:06:30.519566633,4.0,LaGuardia Airport,Bronx,40.79389076001331,-73.88849431177528,40.88293320247808,-73.82404046936819,7.288,airport_flat,card,35.17,7.49,6.94,0.0,49.6
4692,V1,2024-03-03 18:04:00,2024-03-03 18:59:34.652649900,4.0,Manhattan,Brooklyn,40.77919075064962,-73.99592537685785,40.68490366915662,-73.95526007323103,6.718,standard,card,47.5,8.19,0.0,2.75,58.44
5307,V2,2024-01-10 15:24:00,2024-01-10 15:38:01.698499578,,LaGuardia Airport,LaGuardia Airport,40.75029467086053,-73.854056862584,40.805678592157484,-73.87421124064618,3.839,airport_flat,no_charge,21.21,4.62,0.0,0.0,25.83
458,V1,2024-02-22 00:21:00,2024-02-22 01:02:09.036517536,2.0,Brooklyn,JFK Airport,40.67210557638015,-73.95748267196912,40.64212081231378,-73.78012612734685,9.563,airport_flat,mobile_wallet,48.62,5.1,0.0,0.0,53.72
2466,V1,2024-01-24 22:37:00,2024-01-24 23:38:20.776205922,2.0,Bronx,JFK Airport,40.83778172789834,-73.87076002704895,40.65305608784534,-73.78770043021349,13.565,airport_flat,cash,66.45,0.0,0.0,0.0,66.45
4913,V1,2024-03-29 02:45:00,2024-03-29 02:53:57.692932128,1.0,Manhattan,Manhattan,40.78620211918569,-73.98785747673044,40.75803758211171,-73.9930332903875,1.956,standard,mobile_wallet,12.76,1.92,0.0,2.75,17.43
6758,V2,2024-03-15 14:47:00,2024-03-15 15:03:06.384027054,3.0,JFK Airport,JFK Airport,40.655223138482384,-73.7532515451687,40.620151830314875,-73.79672537280314,3.457,airport_flat,card,21.22,2.81,6.94,0.0,30.97
2289,V2,2024-01-18 11:51:00,2024-01-18 12:24:09.200129952,2.0,Manhattan,Brooklyn,40.77596052348046,-73.93182352973098,40.669398529953874,-73.98423901938096,8.162,standard,card,39.85,4.29,0.0,2.75,46.89
4951,V2,2024-01-21 08:16:00,2024-01-21 08:36:05.562000528,1.0,Manhattan,Manhattan,40.760136934446535,-73.96614016156003,40.80893721014908,-73.98807600256234,3.692,standard,,20.59,2.79,0.0,2.75,26.13
4954,V2,2024-02-11 05:15:00,2024-02-11 05:38:34.132523387,2.0,LaGuardia Airport,Brooklyn,40.74740296261181,-73.86162563166225,40.70251539042306,-73.94438282587741,5.826,airport_flat,card,29.66,1.72,6.94,0.0,38.32
4576,V2,2024-03-06 03:08:00,2024-03-06 03:23:49.247389236,4.0,Manhattan,Manhattan,40.81835917933643,-73.99343307077098,40.76975590410168,-73.95611656998723,4.368,standard,cash,22.52,0.0,0.0,2.75,25.27
2651,V2,2024-01-01 02:51:00,2024-01-01 03:11:22.335151236,4.0,LaGuardia Airport,Bronx,40.79060892323136,-73.8709052204929,40.85779350065984,-73.88167098180571,4.869,airport_flat,card,22.25,5.38,6.94,0.0,34.57
1929,V1,2024-02-10 05:48:00,2024-02-10 07:06:00.939780546,3.0,Manhattan,Staten Island,40.77168032751805,-73.94352376502289,40.598792481284306,-74.18199381552921,17.463,standard,cash,86.96,0.0,0.0,2.75,89.71
