InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
543470,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-06-22 13:07:00,5.84,12775.0,United Kingdom
537019,22423,REGENCY CAKESTAND 3 TIER,6,2010-11-22 16:21:00,6.56,12373.0,United Kingdom
537478,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-08-22 15:31:00,4.78,12395.0,Australia
544405,22138,BAKING SET 9 PIECE RETROSPOT,5,2011-03-25 20:23:00,22.91,12938.0,United Kingdom
540649,23203,JUMBO BAG VINTAGE DOILY,10,2010-03-20 18:36:00,4.43,12540.0,Portugal
539496,23203,JUMBO BAG VINTAGE DOILY,8,2011-01-16 15:41:00,10.28,12477.0,United Kingdom
546088,22138,BAKING SET 9 PIECE RETROSPOT,3,2010-01-27 06:48:00,2.68,13144.0,Portugal
546069,22197,POPCORN HOLDER,5,2011-03-31 17:27:00,8.26,13142.0,United Kingdom
542376,22383,LUNCH BAG SUKI DESIGN,9,2010-11-10 11:43:00,4.13,12681.0,United Kingdom
544457,20725,LUNCH BAG RED RETROSPOT,3,2010-12-17 18:17:00,19.02,12951.0,United Kingdom
544735,23203,JUMBO BAG VINTAGE DOILY,10,2010-03-05 04:06:00,2.96,12985.0,United Kingdom
538219,47566,PARTY BUNTING,3,2010-10-14 03:31:00,5.3,12429.0,United Kingdom
544108,23245,SET OF 3 REGENCY CAKE TINS,1,2010-12-02 02:04:00,20.6,12858.0,France
544335,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2009-12-30 04:38:00,23.83,12922.0,United Kingdom
536562,23245,SET OF 3 REGENCY CAKE TINS,5,2011-09-05 06:28:00,8.08,12353.0,United Kingdom
536855,22197,POPCORN HOLDER,6,2011-08-29 15:29:00,10.79,12367.0,United Kingdom
536684,22197,POPCORN HOLDER,6,2011-01-24 10:17:00,5.32,12360.0,United Kingdom
542462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-16 18:10:00,7.42,12685.0,Australia
540276,20725,LUNCH BAG RED RETROSPOT,7,2011-10-12 01:53:00,5.2,12510.0,United Kingdom
541527,22197,POPCORN HOLDER,6,2011-08-17 09:15:00,4.93,12613.0,EIRE
538817,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2011-02-20 06:08:00,12.9,12450.0,United Kingdom
539633,22197,POPCORN HOLDER,9,2011-07-03 15:45:00,13.06,12485.0,United Kingdom
545019,23298,SPOTTY BUNTING,4,2010-04-08 08:44:00,7.6,13019.0,United Kingdom
542820,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-04-15 04:23:00,0.0,12719.0,Australia
537994,47566,PARTY BUNTING,10,2011-01-19 19:02:00,11.25,12417.0,Australia
538903,20725,LUNCH BAG RED RETROSPOT,8,2011-05-09 18:09:00,12.71,12453.0,United Kingdom
536778,23298,SPOTTY BUNTING,4,2011-07-24 12:48:00,11.29,12364.0,Australia
540029,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-06-25 22:04:00,10.28,12502.0,Netherlands
542717,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-05-13 16:22:00,6.87,12710.0,EIRE
537266,22960,JAM MAKING SET WITH JARS,10,2011-05-01 20:24:00,5.1,12383.0,United Kingdom
538611,21931,JUMBO STORAGE BAG SUKI,10,2011-07-31 09:06:00,5.21,12442.0,United Kingdom
538837,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2010-08-29 01:52:00,11.21,12451.0,United Kingdom
545503,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-02-09 07:47:00,7.9,13076.0,United Kingdom
540230,23245,SET OF 3 REGENCY CAKE TINS,8,2011-08-28 18:24:00,6.19,12509.0,United Kingdom
538901,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-05-01 19:21:00,8.94,12453.0,United Kingdom
539592,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2011-07-16 23:48:00,13.0,12481.0,Belgium
538399,23245,SET OF 3 REGENCY CAKE TINS,2,2011-09-06 19:34:00,11.22,12434.0,United Kingdom
540136,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2010-03-03 13:52:00,11.82,12506.0,United Kingdom
539854,23245,SET OF 3 REGENCY CAKE TINS,3,2010-09-26 19:38:00,13.75,12496.0,United Kingdom
537414,20725,LUNCH BAG RED RETROSPOT,2,2011-01-14 21:31:00,4.83,12391.0,Spain
546496,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2010-09-23 20:43:00,2.85,13256.0,United Kingdom
543803,22138,BAKING SET 9 PIECE RETROSPOT,5,2011-11-08 04:32:00,5.22,12805.0,Australia
544972,21931,JUMBO STORAGE BAG SUKI,3,2010-12-19 10:10:00,3.34,13014.0,EIRE
546098,71053,WHITE METAL LANTERN,5,2010-05-24 05:50:00,4.94,13145.0,EIRE
542297,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-08 09:37:00,7.49,12674.0,United Kingdom
543463,23298,SPOTTY BUNTING,6,2011-09-09 10:28:00,7.7,12774.0,United Kingdom
540641,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-04-01 06:12:00,7.99,12539.0,United Kingdom
544064,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-08-12 19:54:00,18.1,12844.0,United Kingdom
540632,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-10-02 15:24:00,6.8,12539.0,United Kingdom
537220,21931,JUMBO STORAGE BAG SUKI,2,2011-08-09 13:04:00,0.0,12380.0,United Kingdom
538445,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-03-23 02:17:00,7.33,12436.0,United Kingdom
543986,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-08-23 11:32:00,12.06,12825.0,United Kingdom
543793,23298,SPOTTY BUNTING,6,2010-09-25 17:09:00,5.57,12804.0,Australia
544466,21931,JUMBO STORAGE BAG SUKI,3,2011-04-04 17:49:00,26.28,12952.0,Portugal
542228,23203,JUMBO BAG VINTAGE DOILY,8,2010-03-14 04:04:00,6.94,12669.0,United Kingdom
540191,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-08-31 04:49:00,6.59,12508.0,Portugal
545721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-10-04 12:40:00,5.43,13100.0,Australia
544560,20725,LUNCH BAG RED RETROSPOT,7,2010-01-30 08:22:00,8.66,12964.0,United Kingdom
543645,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2010-02-08 03:32:00,7.79,12791.0,United Kingdom
545266,23203,JUMBO BAG VINTAGE DOILY,3,2010-12-15 09:22:00,7.21,,United Kingdom
543498,22138,BAKING SET 9 PIECE RETROSPOT,5,2011-11-09 02:31:00,4.64,12777.0,Spain
537904,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-03-11 14:10:00,11.12,12413.0,United Kingdom
546515,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-02-22 21:47:00,1.53,13268.0,France
540017,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-01-20 20:13:00,13.95,12502.0,Netherlands
536973,23203,JUMBO BAG VINTAGE DOILY,6,2010-11-24 20:35:00,10.35,12371.0,United Kingdom
538650,71053,WHITE METAL LANTERN,8,2011-11-11 22:34:00,12.37,12443.0,Germany
543039,22960,JAM MAKING SET WITH JARS,5,2011-04-20 04:33:00,5.9,12737.0,United Kingdom
542953,22960,JAM MAKING SET WITH JARS,6,2011-11-22 11:04:00,2.85,12731.0,United Kingdom
536941,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-01-31 16:59:00,7.6,12370.0,United Kingdom
539639,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-09-11 01:44:00,7.45,12486.0,United Kingdom
537700,22383,LUNCH BAG SUKI DESIGN,5,2011-05-18 12:50:00,9.35,12404.0,United Kingdom
543906,22138,BAKING SET 9 PIECE RETROSPOT,3,2010-04-12 11:09:00,3.68,12813.0,United Kingdom
537299,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-06-16 04:04:00,5.11,12384.0,Germany
541336,71053,WHITE METAL LANTERN,3,2011-07-06 18:33:00,7.45,12597.0,United Kingdom
538076,21931,JUMBO STORAGE BAG SUKI,6,2011-03-26 04:49:00,13.18,12421.0,France
539854,23203,JUMBO BAG VINTAGE DOILY,9,2010-09-26 19:38:00,6.88,12496.0,United Kingdom
541804,22197,POPCORN HOLDER,6,2011-04-13 05:50:00,6.62,12635.0,United Kingdom
541107,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-07-26 18:28:00,6.03,12576.0,United Kingdom
541696,22457,NATURAL SLATE HEART CHALKBOARD,7,2010-07-20 13:09:00,6.02,12625.0,Spain
537221,23203,JUMBO BAG VINTAGE DOILY,3,2011-09-11 11:37:00,13.01,12380.0,United Kingdom
542190,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-10-06 07:27:00,7.77,12666.0,EIRE
544561,22138,BAKING SET 9 PIECE RETROSPOT,7,2010-04-03 06:16:00,6.98,12964.0,United Kingdom
542801,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-01-03 01:38:00,5.39,12717.0,United Kingdom
546162,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-06-10 03:49:00,8.05,13153.0,United Kingdom
542541,23298,SPOTTY BUNTING,6,2011-06-25 04:13:00,6.8,12695.0,United Kingdom
537527,21931,JUMBO STORAGE BAG SUKI,10,2011-01-03 02:44:00,11.66,12397.0,Spain
540220,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-03-30 11:55:00,7.38,12509.0,United Kingdom
540879,21931,JUMBO STORAGE BAG SUKI,7,2011-01-09 15:37:00,5.67,12556.0,United Kingdom
539169,21931,JUMBO STORAGE BAG SUKI,4,2010-10-01 00:28:00,10.51,12467.0,United Kingdom
539798,23245,SET OF 3 REGENCY CAKE TINS,9,2011-08-25 13:26:00,8.48,12492.0,United Kingdom
538190,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2010-10-25 04:58:00,13.53,12428.0,United Kingdom
539754,71053,WHITE METAL LANTERN,3,2011-05-14 07:04:00,10.06,12491.0,United Kingdom
545791,20725,LUNCH BAG RED RETROSPOT,6,2010-06-19 16:28:00,3.1,13110.0,EIRE
538189,23298,SPOTTY BUNTING,7,2010-09-08 23:25:00,7.24,12428.0,United Kingdom
544351,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2011-04-22 12:28:00,23.13,12925.0,United Kingdom
538527,22960,JAM MAKING SET WITH JARS,7,2011-11-14 10:07:00,6.73,12439.0,United Kingdom
545836,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2010-02-12 16:05:00,8.1,13114.0,EIRE
545542,23203,JUMBO BAG VINTAGE DOILY,11,2011-07-01 10:22:00,0.0,13080.0,United Kingdom
540044,23298,SPOTTY BUNTING,6,2010-09-21 17:26:00,9.98,12503.0,EIRE
538367,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-04-19 04:10:00,10.78,12433.0,United Kingdom
544237,71053,WHITE METAL LANTERN,5,2011-06-11 12:32:00,10.04,12894.0,United Kingdom
541317,22423,REGENCY CAKESTAND 3 TIER,3,2011-08-23 07:11:00,6.73,12595.0,United Kingdom
538413,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-12-08 05:33:00,10.64,12435.0,United Kingdom
543170,23245,SET OF 3 REGENCY CAKE TINS,2,2011-08-26 21:21:00,5.31,12750.0,Belgium
542321,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-05-14 05:52:00,6.93,12676.0,United Kingdom
538403,22197,POPCORN HOLDER,5,2010-05-19 12:11:00,6.89,12435.0,United Kingdom
545638,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-11-03 01:17:00,5.83,13088.0,United Kingdom
546277,23245,SET OF 3 REGENCY CAKE TINS,8,2010-04-25 22:02:00,2.71,13165.0,United Kingdom
536470,23298,SPOTTY BUNTING,5,2010-08-09 19:38:00,7.67,12350.0,United Kingdom
541241,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-08-06 01:11:00,6.23,12588.0,Spain
541002,21931,JUMBO STORAGE BAG SUKI,9,2011-08-26 13:06:00,4.85,12566.0,United Kingdom
536440,23298,SPOTTY BUNTING,4,2011-11-25 02:01:00,8.18,12348.0,United Kingdom
543532,20725,LUNCH BAG RED RETROSPOT,9,2011-05-13 00:19:00,4.47,12781.0,Netherlands
536533,20725,LUNCH BAG RED RETROSPOT,7,2011-08-12 07:25:00,4.09,12352.0,United Kingdom
537356,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-07-30 07:37:00,5.71,12387.0,United Kingdom
541711,20725,LUNCH BAG RED RETROSPOT,7,2010-08-01 12:48:00,4.46,12626.0,France
544265,23245,SET OF 3 REGENCY CAKE TINS,4,2011-01-20 10:15:00,27.09,12902.0,United Kingdom
547076,22383,LUNCH BAG SUKI DESIGN,8,2011-05-10 22:05:00,3.51,13615.0,Belgium
543236,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-01 12:54:00,7.86,12755.0,United Kingdom
545592,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-09-11 20:44:00,7.9,13084.0,United Kingdom
539502,21931,JUMBO STORAGE BAG SUKI,9,2011-04-28 23:56:00,13.33,12477.0,United Kingdom
539063,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-06-23 18:16:00,12.82,12462.0,France
539636,20725,LUNCH BAG RED RETROSPOT,3,2011-10-10 14:19:00,7.38,12485.0,United Kingdom
538303,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-09-30 05:05:00,13.97,12431.0,Portugal
541634,22457,NATURAL SLATE HEART CHALKBOARD,8,2011-11-29 04:19:00,6.17,12620.0,United Kingdom
544833,23245,SET OF 3 REGENCY CAKE TINS,6,2010-05-21 20:01:00,8.1,12997.0,United Kingdom
539255,22423,REGENCY CAKESTAND 3 TIER,13,2010-05-04 09:27:00,7.17,12470.0,United Kingdom
541783,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-09-16 04:30:00,5.28,12633.0,United Kingdom
541297,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-12-21 12:00:00,5.88,12593.0,Portugal
544636,20725,LUNCH BAG RED RETROSPOT,5,2011-05-21 04:36:00,3.21,12972.0,United Kingdom
543449,23245,SET OF 3 REGENCY CAKE TINS,5,2011-08-16 04:42:00,2.87,12773.0,Australia
539706,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-13 02:08:00,8.42,12488.0,United Kingdom
544422,71053,WHITE METAL LANTERN,3,2011-06-10 07:53:00,15.57,12944.0,United Kingdom
545054,22197,POPCORN HOLDER,8,2010-03-03 06:09:00,5.43,13023.0,United Kingdom
545067,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-09-16 17:08:00,8.87,13024.0,United Kingdom
542930,23298,SPOTTY BUNTING,5,2011-04-24 17:34:00,6.27,12727.0,France
543478,22383,LUNCH BAG SUKI DESIGN,5,2010-03-19 08:44:00,3.8,12776.0,Australia
540580,22383,LUNCH BAG SUKI DESIGN,1,2010-09-16 04:18:00,4.4,12533.0,Belgium
538522,22138,BAKING SET 9 PIECE RETROSPOT,9,2011-09-20 20:56:00,4.17,12439.0,United Kingdom
539137,23245,SET OF 3 REGENCY CAKE TINS,5,2011-06-04 03:33:00,8.92,12465.0,United Kingdom
544140,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-11-20 12:45:00,10.07,12867.0,United Kingdom
544881,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2010-07-19 22:38:00,8.32,13003.0,United Kingdom
543628,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-10-19 19:23:00,3.14,12789.0,United Kingdom
546211,47566,PARTY BUNTING,7,2010-09-14 01:55:00,6.39,13158.0,Netherlands
544448,23203,JUMBO BAG VINTAGE DOILY,9,2011-08-30 02:16:00,15.34,12949.0,United Kingdom
