CustomerID,archetype
12485.0,champion
12486.0,champion
12487.0,champion
12488.0,champion
12489.0,champion
12490.0,champion
12491.0,champion
12492.0,champion
12493.0,champion
12494.0,champion
12495.0,champion
12496.0,champion
12497.0,champion
12498.0,champion
12499.0,champion
12500.0,champion
12501.0,champion
12502.0,champion
12503.0,champion
12504.0,champion
12505.0,champion
12506.0,champion
12507.0,champion
12508.0,champion
12509.0,champion
12510.0,champion
12511.0,champion
12512.0,champion
12513.0,champion
12514.0,champion
12515.0,champion
12516.0,loyal
12517.0,loyal
12518.0,loyal
12519.0,loyal
12520.0,loyal
12521.0,loyal
12522.0,loyal
12523.0,loyal
12524.0,loyal
12525.0,loyal
12526.0,loyal
12527.0,loyal
12528.0,loyal
12529.0,loyal
12530.0,loyal
12531.0,loyal
12532.0,loyal
12533.0,loyal
12534.0,loyal
12535.0,loyal
12536.0,loyal
12537.0,loyal
12538.0,loyal
12539.0,loyal
12540.0,loyal
12541.0,loyal
12542.0,loyal
12543.0,loyal
12544.0,loyal
12545.0,loyal
12546.0,loyal
12547.0,loyal
12548.0,loyal
12549.0,loyal
12550.0,loyal
12551.0,loyal
12552.0,loyal
12553.0,loyal
12554.0,loyal
12555.0,loyal
12556.0,loyal
12557.0,loyal
12558.0,loyal
12559.0,loyal
12560.0,loyal
12561.0,loyal
12562.0,loyal
12563.0,loyal
12564.0,loyal
12565.0,loyal
12566.0,loyal
12567.0,loyal
12568.0,loyal
12569.0,loyal
12570.0,loyal
12571.0,loyal
12572.0,loyal
12573.0,loyal
12574.0,loyal
12575.0,loyal
12576.0,loyal
12577.0,loyal
12578.0,loyal
12579.0,loyal
12580.0,loyal
12581.0,loyal
12582.0,loyal
12583.0,loyal
12584.0,loyal
12585.0,loyal
12586.0,loyal
12587.0,loyal
12588.0,loyal
12589.0,loyal
12590.0,loyal
12591.0,loyal
12592.0,loyal
12593.0,loyal
12594.0,loyal
12595.0,loyal
12596.0,loyal
12597.0,loyal
12598.0,loyal
12599.0,loyal
12600.0,loyal
12601.0,loyal
12602.0,loyal
12603.0,loyal
12604.0,loyal
12605.0,loyal
12606.0,loyal
12607.0,loyal
12608.0,loyal
12609.0,loyal
12610.0,loyal
12611.0,loyal
12612.0,loyal
12613.0,loyal
12614.0,loyal
12615.0,loyal
12616.0,loyal
12617.0,loyal
12618.0,loyal
12619.0,loyal
12620.0,loyal
12621.0,loyal
12622.0,loyal
12623.0,loyal
12624.0,loyal
12625.0,loyal
12626.0,loyal
12627.0,loyal
12628.0,loyal
12629.0,loyal
12630.0,loyal
12631.0,loyal
12632.0,loyal
12633.0,loyal
12634.0,loyal
12635.0,loyal
12636.0,loyal
12637.0,loyal
12638.0,loyal
12639.0,loyal
12640.0,loyal
12641.0,loyal
12642.0,loyal
12643.0,loyal
12644.0,loyal
12645.0,loyal
12646.0,loyal
12647.0,loyal
12648.0,loyal
12649.0,loyal
12650.0,loyal
12651.0,loyal
12652.0,loyal
12653.0,loyal
12654.0,loyal
12655.0,loyal
12656.0,loyal
12657.0,loyal
12658.0,loyal
12659.0,loyal
12660.0,loyal
12661.0,loyal
12662.0,loyal
12663.0,loyal
12664.0,loyal
12665.0,loyal
12666.0,loyal
12667.0,loyal
12668.0,loyal
12669.0,loyal
12670.0,loyal
12671.0,loyal
12672.0,loyal
12673.0,loyal
12674.0,loyal
12675.0,loyal
12676.0,loyal
12677.0,loyal
12678.0,loyal
12679.0,loyal
12680.0,loyal
12681.0,loyal
12682.0,loyal
12683.0,loyal
12684.0,loyal
12685.0,loyal
12686.0,loyal
12687.0,loyal
12688.0,loyal
12689.0,loyal
12690.0,loyal
12691.0,loyal
12692.0,loyal
12693.0,loyal
12694.0,loyal
12695.0,loyal
12696.0,loyal
12697.0,loyal
12698.0,loyal
12699.0,loyal
12700.0,loyal
12701.0,loyal
12702.0,loyal
12703.0,loyal
12704.0,loyal
12705.0,loyal
12706.0,loyal
12707.0,loyal
12708.0,loyal
12709.0,loyal
12710.0,loyal
12711.0,loyal
12712.0,loyal
12713.0,loyal
12714.0,loyal
12715.0,loyal
12716.0,loyal
12717.0,loyal
12718.0,loyal
12719.0,loyal
12720.0,loyal
12721.0,loyal
12722.0,loyal
12723.0,loyal
12724.0,loyal
12725.0,loyal
12726.0,loyal
12727.0,loyal
12728.0,loyal
12729.0,loyal
12730.0,loyal
12731.0,loyal
12732.0,loyal
12733.0,loyal
12734.0,loyal
12735.0,loyal
12736.0,loyal
12737.0,loyal
12738.0,loyal
12739.0,loyal
12740.0,loyal
12741.0,loyal
12742.0,loyal
12743.0,loyal
12744.0,loyal
12745.0,loyal
12746.0,loyal
12747.0,loyal
12748.0,loyal
12749.0,loyal
12750.0,loyal
12751.0,loyal
12752.0,loyal
12753.0,loyal
12754.0,loyal
12755.0,loyal
12756.0,loyal
12757.0,loyal
12758.0,loyal
12759.0,loyal
12760.0,loyal
12761.0,loyal
12762.0,loyal
12763.0,loyal
12764.0,loyal
12765.0,loyal
12766.0,loyal
12767.0,loyal
12768.0,loyal
12769.0,loyal
12770.0,loyal
12771.0,loyal
12772.0,loyal
12773.0,loyal
12774.0,loyal
12775.0,loyal
12776.0,loyal
12777.0,loyal
12778.0,loyal
12779.0,loyal
12780.0,loyal
12781.0,loyal
12782.0,loyal
12783.0,loyal
12784.0,loyal
12785.0,loyal
12786.0,loyal
12787.0,loyal
12788.0,loyal
12789.0,loyal
12790.0,loyal
12791.0,loyal
12792.0,loyal
12793.0,loyal
12794.0,loyal
12795.0,loyal
12796.0,loyal
12797.0,loyal
12798.0,loyal
12799.0,loyal
12800.0,loyal
12801.0,loyal
12802.0,loyal
12803.0,loyal
12804.0,loyal
12805.0,loyal
12806.0,loyal
12807.0,loyal
12808.0,loyal
12809.0,loyal
12810.0,loyal
12811.0,loyal
12812.0,loyal
12813.0,loyal
12814.0,loyal
12815.0,loyal
12816.0,big_spender
12817.0,big_spender
12818.0,big_spender
12819.0,big_spender
12820.0,big_spender
12821.0,big_spender
12822.0,big_spender
12823.0,big_spender
12824.0,big_spender
12825.0,big_spender
12826.0,big_spender
12827.0,big_spender
12828.0,big_spender
12829.0,big_spender
12830.0,big_spender
12831.0,big_spender
12832.0,big_spender
12833.0,big_spender
12834.0,big_spender
12835.0,big_spender
12836.0,big_spender
12837.0,big_spender
12838.0,big_spender
12839.0,big_spender
12840.0,big_spender
12841.0,big_spender
12842.0,big_spender
12843.0,big_spender
12844.0,big_spender
12845.0,big_spender
12846.0,big_spender
12847.0,big_spender
12848.0,big_spender
12849.0,big_spender
12850.0,big_spender
12851.0,big_spender
12852.0,big_spender
12853.0,big_spender
12854.0,big_spender
12855.0,big_spender
12856.0,big_spender
12857.0,big_spender
12858.0,big_spender
12859.0,big_spender
12860.0,big_spender
12861.0,big_spender
12862.0,big_spender
12863.0,big_spender
12864.0,big_spender
12865.0,big_spender
12866.0,big_spender
12867.0,big_spender
12868.0,big_spender
12869.0,big_spender
12870.0,big_spender
12871.0,big_spender
12872.0,big_spender
12873.0,big_spender
12874.0,big_spender
12875.0,big_spender
12876.0,big_spender
12877.0,big_spender
12878.0,big_spender
12879.0,big_spender
12880.0,big_spender
12881.0,big_spender
12882.0,big_spender
12883.0,big_spender
12884.0,big_spender
12885.0,big_spender
12886.0,big_spender
12887.0,big_spender
12888.0,big_spender
12889.0,big_spender
12890.0,big_spender
12891.0,big_spender
12892.0,big_spender
12893.0,big_spender
12894.0,big_spender
12895.0,big_spender
12896.0,big_spender
12897.0,big_spender
12898.0,big_spender
12899.0,big_spender
12900.0,big_spender
12901.0,big_spender
12902.0,big_spender
12903.0,big_spender
12904.0,big_spender
12905.0,big_spender
12906.0,big_spender
12907.0,big_spender
12908.0,big_spender
12909.0,big_spender
12910.0,big_spender
12911.0,big_spender
12912.0,big_spender
12913.0,big_spender
12914.0,big_spender
12915.0,big_spender
12916.0,big_spender
12917.0,big_spender
12918.0,big_spender
12919.0,big_spender
12920.0,big_spender
12921.0,big_spender
12922.0,big_spender
12923.0,big_spender
12924.0,big_spender
12925.0,big_spender
12926.0,big_spender
12927.0,big_spender
12928.0,big_spender
12929.0,big_spender
12930.0,big_spender
12931.0,big_spender
12932.0,big_spender
12933.0,big_spender
12934.0,big_spender
12935.0,big_spender
12936.0,big_spender
12937.0,big_spender
12938.0,big_spender
12939.0,big_spender
12940.0,big_spender
12941.0,big_spender
12942.0,big_spender
12943.0,big_spender
12944.0,big_spender
12945.0,big_spender
12946.0,big_spender
12947.0,big_spender
12948.0,big_spender
12949.0,big_spender
12950.0,big_spender
12951.0,big_spender
12952.0,big_spender
12953.0,big_spender
12954.0,big_spender
12955.0,big_spender
12956.0,at_risk
12957.0,at_risk
12958.0,at_risk
12959.0,at_risk
12960.0,at_risk
12961.0,at_risk
12962.0,at_risk
12963.0,at_risk
12964.0,at_risk
12965.0,at_risk
12966.0,at_risk
12967.0,at_risk
12968.0,at_risk
12969.0,at_risk
12970.0,at_risk
12971.0,at_risk
12972.0,at_risk
12973.0,at_risk
12974.0,at_risk
12975.0,at_risk
12976.0,at_risk
12977.0,at_risk
12978.0,at_risk
12979.0,at_risk
12980.0,at_risk
12981.0,at_risk
12982.0,at_risk
12983.0,at_risk
12984.0,at_risk
12985.0,at_risk
12986.0,at_risk
12987.0,at_risk
12988.0,at_risk
12989.0,at_risk
12990.0,at_risk
12991.0,at_risk
12992.0,at_risk
12993.0,at_risk
12994.0,at_risk
12995.0,at_risk
12996.0,at_risk
12997.0,at_risk
12998.0,at_risk
12999.0,at_risk
13000.0,at_risk
13001.0,at_risk
13002.0,at_risk
13003.0,at_risk
13004.0,at_risk
13005.0,at_risk
13006.0,at_risk
13007.0,at_risk
13008.0,at_risk
13009.0,at_risk
13010.0,at_risk
13011.0,at_risk
13012.0,at_risk
13013.0,at_risk
13014.0,at_risk
13015.0,at_risk
13016.0,at_risk
13017.0,at_risk
13018.0,at_risk
13019.0,at_risk
13020.0,at_risk
13021.0,at_risk
13022.0,at_risk
13023.0,at_risk
13024.0,at_risk
13025.0,at_risk
13026.0,at_risk
13027.0,at_risk
13028.0,at_risk
13029.0,at_risk
13030.0,at_risk
13031.0,at_risk
13032.0,at_risk
13033.0,at_risk
13034.0,at_risk
13035.0,at_risk
13036.0,at_risk
13037.0,at_risk
13038.0,at_risk
13039.0,at_risk
13040.0,at_risk
13041.0,at_risk
13042.0,at_risk
13043.0,at_risk
13044.0,at_risk
13045.0,at_risk
13046.0,at_risk
13047.0,at_risk
13048.0,at_risk
13049.0,at_risk
13050.0,at_risk
13051.0,at_risk
13052.0,at_risk
13053.0,at_risk
13054.0,at_risk
13055.0,at_risk
13056.0,at_risk
13057.0,at_risk
13058.0,at_risk
13059.0,at_risk
13060.0,at_risk
13061.0,at_risk
13062.0,at_risk
13063.0,at_risk
13064.0,at_risk
13065.0,at_risk
13066.0,at_risk
13067.0,at_risk
13068.0,at_risk
13069.0,at_risk
13070.0,at_risk
13071.0,at_risk
13072.0,at_risk
13073.0,at_risk
13074.0,at_risk
13075.0,at_risk
13076.0,at_risk
13077.0,at_risk
13078.0,at_risk
13079.0,at_risk
13080.0,at_risk
13081.0,at_risk
13082.0,at_risk
13083.0,at_risk
13084.0,at_risk
13085.0,at_risk
13086.0,at_risk
13087.0,at_risk
13088.0,at_risk
13089.0,at_risk
13090.0,at_risk
13091.0,at_risk
13092.0,at_risk
13093.0,at_risk
13094.0,at_risk
13095.0,at_risk
13096.0,at_risk
13097.0,at_risk
13098.0,at_risk
13099.0,at_risk
13100.0,at_risk
13101.0,at_risk
13102.0,at_risk
13103.0,at_risk
13104.0,at_risk
13105.0,at_risk
13106.0,at_risk
13107.0,at_risk
13108.0,at_risk
13109.0,at_risk
13110.0,at_risk
13111.0,at_risk
13112.0,at_risk
13113.0,at_risk
13114.0,at_risk
13115.0,at_risk
13116.0,at_risk
13117.0,at_risk
13118.0,at_risk
13119.0,at_risk
13120.0,at_risk
13121.0,at_risk
13122.0,at_risk
13123.0,at_risk
13124.0,at_risk
13125.0,at_risk
13126.0,at_risk
13127.0,at_risk
13128.0,at_risk
13129.0,at_risk
13130.0,at_risk
13131.0,at_risk
13132.0,at_risk
13133.0,at_risk
13134.0,at_risk
13135.0,at_risk
13136.0,at_risk
13137.0,at_risk
13138.0,at_risk
13139.0,at_risk
13140.0,at_risk
13141.0,at_risk
13142.0,at_risk
13143.0,at_risk
13144.0,at_risk
13145.0,at_risk
13146.0,at_risk
13147.0,at_risk
13148.0,at_risk
13149.0,at_risk
13150.0,at_risk
13151.0,at_risk
13152.0,at_risk
13153.0,at_risk
13154.0,at_risk
13155.0,at_risk
13156.0,at_risk
13157.0,at_risk
13158.0,at_risk
13159.0,at_risk
13160.0,at_risk
13161.0,at_risk
13162.0,at_risk
13163.0,at_risk
13164.0,at_risk
13165.0,at_risk
13166.0,at_risk
13167.0,at_risk
13168.0,at_risk
13169.0,at_risk
13170.0,at_risk
13171.0,at_risk
13172.0,at_risk
13173.0,at_risk
13174.0,at_risk
13175.0,at_risk
13176.0,hibernating
13177.0,hibernating
13178.0,hibernating
13179.0,hibernating
13180.0,hibernating
13181.0,hibernating
13182.0,hibernating
13183.0,hibernating
13184.0,hibernating
13185.0,hibernating
13186.0,hibernating
13187.0,hibernating
13188.0,hibernating
13189.0,hibernating
13190.0,hibernating
13191.0,hibernating
13192.0,hibernating
13193.0,hibernating
13194.0,hibernating
13195.0,hibernating
13196.0,hibernating
13197.0,hibernating
13198.0,hibernating
13199.0,hibernating
13200.0,hibernating
13201.0,hibernating
13202.0,hibernating
13203.0,hibernating
13204.0,hibernating
13205.0,hibernating
13206.0,hibernating
13207.0,hibernating
13208.0,hibernating
13209.0,hibernating
13210.0,hibernating
13211.0,hibernating
13212.0,hibernating
13213.0,hibernating
13214.0,hibernating
13215.0,hibernating
13216.0,hibernating
13217.0,hibernating
13218.0,hibernating
13219.0,hibernating
13220.0,hibernating
13221.0,hibernating
13222.0,hibernating
13223.0,hibernating
13224.0,hibernating
13225.0,hibernating
13226.0,hibernating
13227.0,hibernating
13228.0,hibernating
13229.0,hibernating
13230.0,hibernating
13231.0,hibernating
13232.0,hibernating
13233.0,hibernating
13234.0,hibernating
13235.0,hibernating
13236.0,hibernating
13237.0,hibernating
13238.0,hibernating
13239.0,hibernating
13240.0,hibernating
13241.0,hibernating
13242.0,hibernating
13243.0,hibernating
13244.0,hibernating
13245.0,hibernating
13246.0,hibernating
13247.0,hibernating
13248.0,hibernating
13249.0,hibernating
13250.0,hibernating
13251.0,hibernating
13252.0,hibernating
13253.0,hibernating
13254.0,hibernating
13255.0,hibernating
13256.0,hibernating
13257.0,hibernating
13258.0,hibernating
13259.0,hibernating
13260.0,hibernating
13261.0,hibernating
13262.0,hibernating
13263.0,hibernating
13264.0,hibernating
13265.0,hibernating
13266.0,hibernating
13267.0,hibernating
13268.0,hibernating
13269.0,hibernating
13270.0,hibernating
13271.0,hibernating
13272.0,hibernating
13273.0,hibernating
13274.0,hibernating
13275.0,hibernating
13276.0,hibernating
13277.0,hibernating
13278.0,hibernating
13279.0,hibernating
13280.0,hibernating
13281.0,hibernating
13282.0,hibernating
13283.0,hibernating
13284.0,hibernating
13285.0,hibernating
13286.0,hibernating
13287.0,hibernating
13288.0,hibernating
13289.0,hibernating
13290.0,hibernating
13291.0,hibernating
13292.0,hibernating
13293.0,hibernating
13294.0,hibernating
13295.0,hibernating
13296.0,hibernating
13297.0,hibernating
13298.0,hibernating
13299.0,hibernating
13300.0,hibernating
13301.0,hibernating
13302.0,hibernating
13303.0,hibernating
13304.0,hibernating
13305.0,hibernating
13306.0,hibernating
13307.0,hibernating
13308.0,hibernating
13309.0,hibernating
13310.0,hibernating
13311.0,hibernating
13312.0,hibernating
13313.0,hibernating
13314.0,hibernating
13315.0,hibernating
13316.0,hibernating
13317.0,hibernating
13318.0,hibernating
13319.0,hibernating
13320.0,hibernating
13321.0,hibernating
13322.0,hibernating
13323.0,hibernating
13324.0,hibernating
13325.0,hibernating
13326.0,hibernating
13327.0,hibernating
13328.0,hibernating
13329.0,hibernating
13330.0,hibernating
13331.0,hibernating
13332.0,hibernating
13333.0,hibernating
13334.0,hibernating
13335.0,hibernating
13336.0,hibernating
13337.0,hibernating
13338.0,hibernating
13339.0,hibernating
13340.0,hibernating
13341.0,hibernating
13342.0,hibernating
13343.0,hibernating
13344.0,hibernating
13345.0,hibernating
13346.0,hibernating
13347.0,hibernating
13348.0,hibernating
13349.0,hibernating
13350.0,hibernating
13351.0,hibernating
13352.0,hibernating
13353.0,hibernating
13354.0,hibernating
13355.0,hibernating
13356.0,hibernating
13357.0,hibernating
13358.0,hibernating
13359.0,hibernating
13360.0,hibernating
13361.0,hibernating
13362.0,hibernating
13363.0,hibernating
13364.0,hibernating
13365.0,hibernating
13366.0,hibernating
13367.0,hibernating
13368.0,hibernating
13369.0,hibernating
13370.0,hibernating
13371.0,hibernating
13372.0,hibernating
13373.0,hibernating
13374.0,hibernating
13375.0,hibernating
13376.0,hibernating
13377.0,hibernating
13378.0,hibernating
13379.0,hibernating
13380.0,hibernating
13381.0,hibernating
13382.0,hibernating
13383.0,hibernating
13384.0,hibernating
13385.0,hibernating
13386.0,hibernating
13387.0,hibernating
13388.0,hibernating
13389.0,hibernating
13390.0,hibernating
13391.0,hibernating
13392.0,hibernating
13393.0,hibernating
13394.0,hibernating
13395.0,hibernating
13396.0,hibernating
13397.0,hibernating
13398.0,hibernating
13399.0,hibernating
13400.0,hibernating
13401.0,hibernating
13402.0,hibernating
13403.0,hibernating
13404.0,hibernating
13405.0,hibernating
13406.0,hibernating
13407.0,hibernating
13408.0,hibernating
13409.0,hibernating
13410.0,hibernating
13411.0,hibernating
13412.0,hibernating
13413.0,hibernating
13414.0,hibernating
13415.0,hibernating
13416.0,hibernating
13417.0,hibernating
13418.0,hibernating
13419.0,hibernating
13420.0,hibernating
13421.0,hibernating
13422.0,hibernating
13423.0,hibernating
13424.0,hibernating
13425.0,hibernating
13426.0,hibernating
13427.0,hibernating
13428.0,hibernating
13429.0,hibernating
13430.0,hibernating
13431.0,hibernating
13432.0,hibernating
13433.0,hibernating
13434.0,hibernating
13435.0,hibernating
13436.0,new_shopper
13437.0,new_shopper
13438.0,new_shopper
13439.0,new_shopper
13440.0,new_shopper
13441.0,new_shopper
13442.0,new_shopper
13443.0,new_shopper
13444.0,new_shopper
13445.0,new_shopper
13446.0,new_shopper
13447.0,new_shopper
13448.0,new_shopper
13449.0,new_shopper
13450.0,new_shopper
13451.0,new_shopper
13452.0,new_shopper
13453.0,new_shopper
13454.0,new_shopper
13455.0,new_shopper
13456.0,new_shopper
13457.0,new_shopper
13458.0,new_shopper
13459.0,new_shopper
13460.0,new_shopper
13461.0,new_shopper
13462.0,new_shopper
13463.0,new_shopper
13464.0,new_shopper
13465.0,new_shopper
13466.0,new_shopper
13467.0,new_shopper
13468.0,new_shopper
13469.0,new_shopper
13470.0,new_shopper
13471.0,new_shopper
13472.0,new_shopper
13473.0,new_shopper
13474.0,new_shopper
13475.0,new_shopper
13476.0,new_shopper
13477.0,new_shopper
13478.0,new_shopper
13479.0,new_shopper
13480.0,new_shopper
13481.0,new_shopper
13482.0,new_shopper
13483.0,new_shopper
13484.0,new_shopper
13485.0,new_shopper
13486.0,new_shopper
13487.0,new_shopper
13488.0,new_shopper
13489.0,new_shopper
13490.0,new_shopper
13491.0,new_shopper
13492.0,new_shopper
13493.0,new_shopper
13494.0,new_shopper
13495.0,new_shopper
13496.0,new_shopper
13497.0,new_shopper
13498.0,new_shopper
13499.0,new_shopper
13500.0,new_shopper
13501.0,new_shopper
13502.0,new_shopper
13503.0,new_shopper
13504.0,new_shopper
13505.0,new_shopper
13506.0,new_shopper
13507.0,new_shopper
13508.0,new_shopper
13509.0,new_shopper
13510.0,new_shopper
13511.0,new_shopper
13512.0,new_shopper
13513.0,new_shopper
13514.0,new_shopper
13515.0,new_shopper
13516.0,new_shopper
13517.0,new_shopper
13518.0,new_shopper
13519.0,new_shopper
13520.0,new_shopper
13521.0,new_shopper
13522.0,new_shopper
13523.0,new_shopper
13524.0,new_shopper
13525.0,new_shopper
13526.0,new_shopper
13527.0,new_shopper
13528.0,new_shopper
13529.0,new_shopper
13530.0,new_shopper
13531.0,new_shopper
13532.0,new_shopper
13533.0,new_shopper
13534.0,new_shopper
13535.0,new_shopper
13536.0,new_shopper
13537.0,new_shopper
13538.0,new_shopper
13539.0,new_shopper
13540.0,new_shopper
13541.0,new_shopper
13542.0,new_shopper
13543.0,new_shopper
13544.0,new_shopper
13545.0,new_shopper
13546.0,new_shopper
13547.0,new_shopper
13548.0,new_shopper
13549.0,new_shopper
13550.0,new_shopper
13551.0,new_shopper
13552.0,new_shopper
13553.0,new_shopper
13554.0,new_shopper
13555.0,new_shopper
13556.0,new_shopper
13557.0,new_shopper
13558.0,new_shopper
13559.0,new_shopper
13560.0,new_shopper
13561.0,new_shopper
13562.0,new_shopper
13563.0,new_shopper
13564.0,new_shopper
13565.0,new_shopper
13566.0,new_shopper
13567.0,new_shopper
13568.0,new_shopper
13569.0,new_shopper
13570.0,new_shopper
13571.0,new_shopper
13572.0,new_shopper
13573.0,new_shopper
13574.0,new_shopper
13575.0,new_shopper
13576.0,new_shopper
13577.0,new_shopper
13578.0,new_shopper
13579.0,new_shopper
13580.0,new_shopper
13581.0,new_shopper
13582.0,new_shopper
13583.0,new_shopper
13584.0,new_shopper
13585.0,new_shopper
13586.0,new_shopper
13587.0,new_shopper
13588.0,new_shopper
13589.0,new_shopper
13590.0,new_shopper
13591.0,new_shopper
13592.0,new_shopper
13593.0,new_shopper
13594.0,new_shopper
13595.0,new_shopper
13596.0,new_shopper
13597.0,new_shopper
13598.0,new_shopper
13599.0,new_shopper
13600.0,new_shopper
13601.0,new_shopper
13602.0,new_shopper
13603.0,new_shopper
13604.0,new_shopper
13605.0,new_shopper
13606.0,new_shopper
13607.0,new_shopper
13608.0,new_shopper
13609.0,new_shopper
13610.0,new_shopper
13611.0,new_shopper
13612.0,new_shopper
13613.0,new_shopper
13614.0,new_shopper
13615.0,new_shopper
13616.0,new_shopper
13617.0,new_shopper
13618.0,new_shopper
13619.0,new_shopper
13620.0,new_shopper
13621.0,new_shopper
13622.0,new_shopper
13623.0,new_shopper
13624.0,new_shopper
13625.0,new_shopper
