item_id,timestamp,mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
item_2,2024-06-20,113.32950882060787,104.70086195132906,107.68097003961708,109.78807940832522,111.61276049666219,113.32950882060787,115.03077328835236,116.85824673508776,118.99073147000685,121.93514925067768
item_2,2024-06-21,103.51936083670455,94.42115018010085,97.605929474671,99.85467373027646,101.75413721330584,103.51936083670455,105.29361766322828,107.18448281862092,109.42455626734164,112.54907478920668
item_2,2024-06-22,94.02377276663981,84.66824195080936,87.92627220107767,90.22893227666484,92.17269764677087,94.02377276663981,95.86436128372554,97.82680722634134,100.11278753813457,103.28509200410112
item_2,2024-06-23,94.75044084043277,84.80801528532837,88.24250623630182,90.67366135576148,92.76270087937044,94.75044084043277,96.73937098704198,98.86294496499664,101.34646061912427,104.7398997054737
item_2,2024-06-24,106.73947414044875,96.58295821346326,100.14328151872536,102.65539852659258,104.77321690935436,106.73947414044875,108.72232911934586,110.8572411605549,113.37820445138112,116.88697593779557
item_2,2024-06-25,115.46768529670571,104.8754829603853,108.56293537983075,111.16481865789008,113.37915677803122,115.46768529670571,117.56147809760677,119.79529787668343,122.42969000484041,126.06959603756712
item_2,2024-06-26,119.24006024902917,108.27975615017402,112.10597120697508,114.79113663083245,117.07420204543395,119.24006024902917,121.389641139392,123.69857020145443,126.40470501618094,130.23252224583356
item_2,2024-06-27,113.72052673442623,102.58661330541771,106.46125323747496,109.20804216887139,111.546487294126,113.72052673442623,115.93067991374012,118.25740247429746,121.02011013738334,124.85851807481168
item_2,2024-06-28,104.04567334687707,92.53837329893256,96.56261022061373,99.39739752559544,101.80163404724254,104.04567334687707,106.30240414431432,108.70886463446732,111.53984487157793,115.50136817021223
item_3,2024-06-15,96.99985300712746,91.3072322597367,93.29241108174139,94.68231763687038,95.8693298498698,96.99985300712746,98.12922412581088,99.34148009796556,100.80530404201058,102.79552780114906
item_3,2024-06-16,90.79304097291724,84.31782544033791,86.53662761184314,88.14061133704323,89.50268823321917,90.79304097291724,92.0372225242608,93.33020762356175,94.9763914372628,97.31728299475436
item_3,2024-06-17,99.61605532141535,92.39760087008099,94.91039612434955,96.7001919975968,98.21671359410072,99.61605532141535,100.99189088417917,102.47262108358838,104.26881229680146,106.74298755595281
item_3,2024-06-18,115.86665080331348,108.07742027243394,110.75511441461701,112.71264287416992,114.35083387658179,115.86665080331348,117.39423607110962,119.0398275862168,121.0040279512873,123.71351378048206
item_3,2024-06-19,124.21992967718215,115.85743964401225,118.7713508863376,120.84978400201194,122.59364756722607,124.21992967718215,125.82127129641559,127.60738644854378,129.73433869873958,132.6251824666997
item_3,2024-06-20,123.49591394755765,114.68826582062991,117.79096266934451,119.94084111260108,121.775660518883,123.49591394755765,125.18261711378112,127.08655883451615,129.29678197381767,132.33011618215141
item_3,2024-06-21,112.03865253362119,102.98559881038821,106.13266555925135,108.3844550311116,110.27503067852273,112.03865253362119,113.82492987578019,115.73163406323036,117.96191627190703,121.03553865431508
item_3,2024-06-22,95.9587534062093,86.61965356154445,89.83276756282083,92.13950154560078,94.10265725246049,95.9587534062093,97.8015858575655,99.76098980966448,102.10178713167782,105.38774468458996
item_3,2024-06-23,91.19790364209999,81.57108854715568,84.92542446362867,87.26999972438958,89.29183862488503,91.19790364209999,93.03904441920264,95.05966643127036,97.4675332417139,100.81949832383629
item_3,2024-06-24,99.29713259020747,89.28040615432853,92.75485444595834,95.2025567286631,97.31335954295226,99.29713259020747,101.3383664223748,103.52818115377822,106.10344882039409,109.59145073140868
item_3,2024-06-25,116.16354609578724,105.56519774164721,109.24200578887667,111.87855193767585,114.10215799476308,116.16354609578724,118.21666393313954,120.3876309826584,122.94377475719001,126.49452994797416
item_3,2024-06-26,124.94834988217221,114.07609500281842,117.86732787824255,120.53064196193962,122.80203460988686,124.94834988217221,127.07423363590286,129.37768499967044,132.0768000172054,135.89232107011975
item_3,2024-06-27,124.13979791800993,112.91721802427047,116.84875188931525,119.64549862071755,122.00203128785841,124.13979791800993,126.35656311383528,128.64661323703083,131.44274961687063,135.27916400559707
item_3,2024-06-28,112.70900160213662,101.31062734736534,105.29093338152336,108.13698693225183,110.52371031536305,112.70900160213662,114.89996915844145,117.26383487553701,120.04779659887294,123.8951299157458
item_4,2024-06-15,53.67979982421366,48.57936910499348,50.35468147059833,51.60339110271852,52.67378116222145,53.67979982421366,54.690748982421695,55.768102771783035,57.06151111911318,58.8844118331067
item_4,2024-06-16,51.96051621907686,46.13542747831374,48.145665588422496,49.577991707494355,50.80206222289672,51.96051621907686,53.13961917155583,54.401751782600286,55.90805632574441,57.97166777264516
item_4,2024-06-17,46.78163863656015,40.62632234891197,42.76714422680831,44.29041870439911,45.57394939272898,46.78163863656015,48.042357894429415,49.43248266845264,51.12270260350195,53.352060743910485
item_4,2024-06-18,44.41040099430101,37.73334518655213,40.026275095695034,41.69399710524726,43.091346525409364,44.41040099430101,45.7578892629363,47.23677211510524,49.03573020101245,51.471588233629475
item_4,2024-06-19,47.14015166371597,39.99128055086576,42.44007963197352,44.19532810390767,45.69850450086972,47.14015166371597,48.6270039428342,50.21648595808238,52.08494796914007,54.62792334266726
item_4,2024-06-20,51.447209958299425,43.878066897403805,46.504867608235706,48.3733337124971,49.96305802731554,51.447209958299425,52.94642612878527,54.53886650805684,56.423009110731314,59.063433059173086
item_4,2024-06-21,56.65827657060452,48.80896189681891,51.48181205968797,53.43518596675408,55.10147112441701,56.65827657060452,58.21459945758794,59.85131498939637,61.782247032448815,64.53458213489307
item_4,2024-06-22,51.77420023009745,43.673321830530085,46.45626809056863,48.45431565251123,50.164399779277524,51.77420023009745,53.39707937049258,55.12726504450008,57.187686721432925,60.05707974355642
item_4,2024-06-23,52.37185629679496,43.88991939197891,46.770667577271034,48.865836202467236,50.66913692840271,52.37185629679496,54.09186768789229,55.92460071058069,58.07290520766411,61.035398540661305
item_4,2024-06-24,46.11005101042083,37.26274875332372,40.2549474342033,42.445973071189826,44.34802651964879,46.11005101042083,47.890777054537594,49.79639819861424,52.06697267135515,55.15879980072106
item_4,2024-06-25,44.71435797977464,35.82512600709302,38.85042608852406,41.05461961723023,42.94532262138563,44.71435797977464,46.509433415373124,48.49457783340792,50.899946098137036,54.15735620306661
item_4,2024-06-26,47.47418435821467,38.18098471241371,41.34905060555475,43.63644674424769,45.61171279718904,47.47418435821467,49.35574943272907,51.35799207105859,53.72864779227106,56.98877568187207
item_4,2024-06-27,51.40700813538277,41.967974069223715,45.223541574162944,47.54865219749833,49.53992553741969,51.40700813538277,53.29287430268177,55.30689658974669,57.70276221796489,61.04550413849249
item_4,2024-06-28,56.412477188076856,46.772051647800126,50.09638612833417,52.49219514107412,54.52619750453848,56.412477188076856,58.31336716214257,60.36844763534814,62.82942884352266,66.27130368355378
item_5,2024-06-15,76.18781488240077,71.3336885855192,72.98475959767705,74.15418419588863,75.19854248197092,76.18781488240077,77.16643283336774,78.18366289984553,79.39799792896531,81.095991624839
item_5,2024-06-16,62.38740381334051,56.88314675582977,58.79867197549357,60.145452019945594,61.30068008941958,62.38740381334051,63.48941875125071,64.66201895207236,66.06034127862887,67.99553126269697
item_5,2024-06-17,55.02176944219761,48.977245624215286,51.021163340531345,52.4888064641295,53.7807502544711,55.02176944219761,56.25979599991924,57.528088667213964,59.0082573492838,61.06092216642994
item_5,2024-06-18,64.07831585999753,57.55237989984133,59.82771129350157,61.45247431985333,62.819662668237115,64.07831585999753,65.3283173183595,66.66542105675794,68.28072935593684,70.54778857857659
item_5,2024-06-19,79.11565236706772,72.1274338572088,74.58745553703741,76.33045686958798,77.78525639526507,79.11565236706772,80.44584425256667,81.8912939552457,83.57977563447596,85.90042734970497
item_5,2024-06-20,93.7605174308287,86.3006103447982,88.9446082458767,90.74914711994192,92.31134887971109,93.7605174308287,95.14573448963674,96.74820991578773,98.59476386553658,101.16702638453498
item_5,2024-06-21,91.09512655679453,83.4204458016139,86.07075636555166,87.99358394615139,89.5874674667148,91.09512655679453,92.55592590566333,94.15593010798942,96.04813139159208,98.73088786312262
item_5,2024-06-22,76.6552380722411,68.77542121583718,71.50437862536984,73.4739653185935,75.12563014633548,76.6552380722411,78.18599231467505,79.82344167305668,81.75879336566999,84.43740630803956
item_5,2024-06-23,61.85542972534881,53.75737862160618,56.53751213479056,58.5348772622165,60.245447902924255,61.85542972534881,63.44721734916497,65.15884275366668,67.1908224440809,69.99945365318813
item_5,2024-06-24,55.531621602374855,47.141235407206054,50.03881788226742,52.109888994088756,53.8906685993319,55.531621602374855,57.207583989573074,58.962776512907055,61.0727308339569,64.00853276092256
item_5,2024-06-25,64.22315171870179,55.556880991368175,58.544121950924804,60.705099135228096,62.52690774340897,64.22315171870179,65.92614961550342,67.74338630901143,69.89196000515552,72.87219527318385
item_5,2024-06-26,80.99296541388233,71.91418853740205,75.11917282620642,77.38139403665426,79.25330112060459,80.99296541388233,82.75171845227726,84.64142300632037,86.86370433639712,89.90975498567512
item_5,2024-06-27,94.17528826166024,84.76430443179024,88.1112305576493,90.48210090442745,92.43490694692613,94.17528826166024,96.03845705198027,97.90887135558735,100.24038737802469,103.39599117722358
item_5,2024-06-28,91.39274294833571,81.98063139725657,85.29661805518138,87.62898233511888,89.57709533132956,91.39274294833571,93.2648595289649,95.21329677444315,97.60121830535722,100.78467475087967
