item_id,timestamp,demand
item_0,2024-03-30,118.5
item_0,2024-03-31,102.2
item_0,2024-04-01,96.2
item_0,2024-04-02,98.1
item_0,2024-04-03,108.0
item_0,2024-04-04,123.2
item_0,2024-04-05,121.4
item_0,2024-04-06,118.2
item_0,2024-04-07,115.0
item_0,2024-04-08,101.5
item_0,2024-04-09,107.1
item_0,2024-04-10,109.1
item_0,2024-04-11,121.6
item_0,2024-04-12,122.0
item_0,2024-04-13,119.2
item_0,2024-04-14,114.0
item_0,2024-04-15,96.8
item_0,2024-04-16,106.8
item_0,2024-04-17,114.7
item_0,2024-04-18,120.9
item_0,2024-04-19,120.9
item_0,2024-04-20,121.7
item_0,2024-04-21,109.4
item_0,2024-04-22,105.5
item_0,2024-04-23,106.0
item_0,2024-04-24,121.0
item_0,2024-04-25,123.2
item_0,2024-04-26,123.4
item_0,2024-04-27,123.0
item_0,2024-04-28,113.3
item_0,2024-04-29,110.9
item_0,2024-04-30,110.1
item_0,2024-05-01,116.8
item_0,2024-05-02,130.9
item_0,2024-05-03,123.6
item_0,2024-05-04,120.6
item_0,2024-05-05,109.5
item_0,2024-05-06,104.7
item_0,2024-05-07,102.1
item_0,2024-05-08,118.8
item_0,2024-05-09,125.0
item_0,2024-05-10,123.4
item_0,2024-05-11,119.9
item_0,2024-05-12,115.3
item_0,2024-05-13,110.5
item_0,2024-05-14,116.4
item_0,2024-05-15,128.8
item_0,2024-05-16,128.4
item_0,2024-05-17,126.1
item_0,2024-05-18,116.3
item_0,2024-05-19,116.0
item_0,2024-05-20,104.7
item_0,2024-05-21,107.6
item_0,2024-05-22,115.5
item_0,2024-05-23,127.0
item_0,2024-05-24,135.2
item_0,2024-05-25,126.3
item_0,2024-05-26,115.2
item_0,2024-05-27,104.7
item_0,2024-05-28,103.5
item_0,2024-05-29,116.9
item_0,2024-05-30,128.2
item_0,2024-05-31,138.9
item_0,2024-06-01,127.0
item_0,2024-06-02,120.6
item_0,2024-06-03,107.7
item_0,2024-06-04,106.3
item_0,2024-06-05,115.8
item_0,2024-06-06,126.4
item_0,2024-06-07,141.2
item_0,2024-06-08,124.1
item_0,2024-06-09,120.9
item_0,2024-06-10,106.9
item_0,2024-06-11,115.6
item_0,2024-06-12,122.1
item_0,2024-06-13,129.5
item_0,2024-06-14,133.3
item_0,2024-06-15,125.6
item_0,2024-06-16,120.1
item_0,2024-06-17,109.6
item_0,2024-06-18,107.8
item_0,2024-06-19,116.3
item_0,2024-06-20,131.7
item_0,2024-06-21,140.7
item_0,2024-06-22,129.7
item_0,2024-06-23,118.7
item_0,2024-06-24,113.4
item_0,2024-06-25,118.8
item_0,2024-06-26,123.1
item_0,2024-06-27,130.2
item_0,2024-06-28,139.6
item_1,2024-01-01,35.8
item_1,2024-01-02,61.9
item_1,2024-01-03,70.4
item_1,2024-01-04,59.0
item_1,2024-01-05,45.2
item_1,2024-01-06,40.2
item_1,2024-01-07,27.6
item_1,2024-01-08,37.7
item_1,2024-01-09,57.9
item_1,2024-01-10,62.0
item_1,2024-01-11,59.7
item_1,2024-01-12,46.1
item_1,2024-01-13,35.8
item_1,2024-01-14,37.6
item_1,2024-01-15,41.7
item_1,2024-01-16,57.9
item_1,2024-01-17,55.4
item_1,2024-01-18,59.5
item_1,2024-01-19,43.4
item_1,2024-01-20,29.6
item_1,2024-01-21,28.5
item_1,2024-01-22,40.0
item_1,2024-01-23,59.1
item_1,2024-01-24,58.3
item_1,2024-01-25,59.9
item_1,2024-01-26,44.8
item_1,2024-01-27,33.1
item_1,2024-01-28,36.0
item_1,2024-01-29,43.5
item_1,2024-01-30,60.8
item_1,2024-01-31,63.0
item_1,2024-02-01,57.0
item_1,2024-02-02,45.9
item_1,2024-02-03,35.4
item_1,2024-02-04,32.8
item_1,2024-02-05,37.0
item_1,2024-02-06,55.8
item_1,2024-02-07,64.5
item_1,2024-02-08,69.8
item_1,2024-02-09,54.3
item_1,2024-02-10,31.1
item_1,2024-02-11,30.9
item_1,2024-02-12,35.5
item_1,2024-02-13,53.1
item_1,2024-02-14,64.9
item_1,2024-02-15,64.6
item_1,2024-02-16,43.9
item_1,2024-02-17,31.9
item_1,2024-02-18,23.5
item_1,2024-02-19,40.8
item_1,2024-02-20,51.2
item_1,2024-02-21,61.5
item_1,2024-02-22,56.3
item_1,2024-02-23,46.5
item_1,2024-02-24,27.5
item_1,2024-02-25,26.2
item_1,2024-02-26,49.9
item_1,2024-02-27,50.3
item_1,2024-02-28,59.3
item_1,2024-02-29,67.2
item_1,2024-03-01,58.5
item_1,2024-03-02,29.9
item_1,2024-03-03,30.7
item_1,2024-03-04,42.8
item_1,2024-03-05,62.4
item_1,2024-03-06,59.7
item_1,2024-03-07,58.9
item_1,2024-03-08,50.0
item_1,2024-03-09,36.3
item_1,2024-03-10,30.6
item_1,2024-03-11,40.9
item_1,2024-03-12,50.0
item_1,2024-03-13,62.7
item_1,2024-03-14,58.8
item_1,2024-03-15,47.8
item_1,2024-03-16,32.3
item_1,2024-03-17,34.0
item_1,2024-03-18,45.5
item_1,2024-03-19,56.1
item_1,2024-03-20,65.1
item_1,2024-03-21,60.1
item_1,2024-03-22,46.9
item_1,2024-03-23,31.7
item_1,2024-03-24,33.4
item_1,2024-03-25,41.1
item_1,2024-03-26,63.9
item_1,2024-03-27,70.0
item_1,2024-03-28,61.4
item_1,2024-03-29,43.9
item_1,2024-03-30,30.2
item_1,2024-03-31,37.0
item_1,2024-04-01,42.6
item_1,2024-04-02,57.5
item_1,2024-04-03,56.8
item_1,2024-04-04,63.6
item_1,2024-04-05,48.8
item_1,2024-04-06,30.2
item_1,2024-04-07,30.3
item_1,2024-04-08,42.6
item_1,2024-04-09,55.8
item_1,2024-04-10,62.6
item_1,2024-04-11,59.5
item_1,2024-04-12,46.0
item_1,2024-04-13,35.3
item_1,2024-04-14,38.1
item_1,2024-04-15,31.3
item_1,2024-04-16,54.6
item_1,2024-04-17,64.5
item_1,2024-04-18,61.1
item_1,2024-04-19,45.5
item_1,2024-04-20,27.6
item_1,2024-04-21,33.6
item_1,2024-04-22,48.5
item_1,2024-04-23,49.5
item_1,2024-04-24,67.3
item_1,2024-04-25,58.7
item_1,2024-04-26,46.8
item_1,2024-04-27,30.5
item_1,2024-04-28,30.9
item_1,2024-04-29,46.8
item_1,2024-04-30,58.0
item_1,2024-05-01,70.7
item_1,2024-05-02,64.7
item_1,2024-05-03,48.8
item_1,2024-05-04,41.7
item_1,2024-05-05,34.0
item_1,2024-05-06,44.9
item_1,2024-05-07,54.5
item_1,2024-05-08,64.1
item_1,2024-05-09,57.2
item_1,2024-05-10,51.0
item_1,2024-05-11,30.0
item_1,2024-05-12,35.4
item_1,2024-05-13,40.9
item_1,2024-05-14,60.4
item_1,2024-05-15,66.9
item_1,2024-05-16,67.3
item_1,2024-05-17,50.0
item_1,2024-05-18,28.4
item_1,2024-05-19,32.0
item_1,2024-05-20,37.0
item_1,2024-05-21,53.6
item_1,2024-05-22,69.9
item_1,2024-05-23,62.6
item_1,2024-05-24,44.3
item_1,2024-05-25,30.7
item_1,2024-05-26,32.5
item_1,2024-05-27,36.8
item_1,2024-05-28,53.0
item_1,2024-05-29,65.1
item_1,2024-05-30,64.7
item_1,2024-05-31,49.5
item_1,2024-06-01,25.6
item_1,2024-06-02,33.6
item_1,2024-06-03,42.0
item_1,2024-06-04,57.4
item_1,2024-06-05,70.4
item_1,2024-06-06,51.8
item_1,2024-06-07,44.7
item_1,2024-06-08,37.1
item_1,2024-06-09,26.0
item_1,2024-06-10,47.6
item_1,2024-06-11,57.2
item_1,2024-06-12,67.3
item_1,2024-06-13,57.8
item_1,2024-06-14,50.4
item_1,2024-06-15,39.1
item_1,2024-06-16,33.3
item_1,2024-06-17,42.6
item_1,2024-06-18,56.8
item_1,2024-06-19,60.5
item_1,2024-06-20,59.5
item_1,2024-06-21,46.5
item_1,2024-06-22,36.3
item_1,2024-06-23,36.4
item_1,2024-06-24,37.5
item_1,2024-06-25,55.3
item_1,2024-06-26,69.9
item_1,2024-06-27,57.2
item_1,2024-06-28,43.9
item_2,2024-01-01,104.8
item_2,2024-01-02,114.7
item_2,2024-01-03,116.8
item_2,2024-01-04,118.0
item_2,2024-01-05,97.4
item_2,2024-01-06,82.9
item_2,2024-01-07,98.9
item_2,2024-01-08,99.7
item_2,2024-01-09,111.9
item_2,2024-01-10,120.0
item_2,2024-01-11,102.5
item_2,2024-01-12,93.3
item_2,2024-01-13,84.7
item_2,2024-01-14,89.4
item_2,2024-01-15,103.5
item_2,2024-01-16,113.8
item_2,2024-01-17,116.0
item_2,2024-01-18,103.4
item_2,2024-01-19,89.3
item_2,2024-01-20,91.5
item_2,2024-01-21,90.9
item_2,2024-01-22,103.8
item_2,2024-01-23,114.6
item_2,2024-01-24,115.6
item_2,2024-01-25,112.3
item_2,2024-01-26,99.6
item_2,2024-01-27,93.6
item_2,2024-01-28,90.2
item_2,2024-01-29,101.4
item_2,2024-01-30,112.8
item_2,2024-01-31,118.5
item_2,2024-02-01,107.8
item_2,2024-02-02,101.0
item_2,2024-02-03,90.6
item_2,2024-02-04,92.7
item_2,2024-02-05,105.6
item_2,2024-02-06,104.2
item_2,2024-02-07,110.2
item_2,2024-02-08,103.6
item_2,2024-02-09,89.7
item_2,2024-02-10,89.1
item_2,2024-02-11,96.3
item_2,2024-02-12,101.3
item_2,2024-02-13,113.2
item_2,2024-02-14,120.0
item_2,2024-02-15,115.1
item_2,2024-02-16,99.0
item_2,2024-02-17,97.4
item_2,2024-02-18,93.9
item_2,2024-02-19,99.3
item_2,2024-02-20,110.2
item_2,2024-02-21,109.9
item_2,2024-02-22,106.4
item_2,2024-02-23,98.0
item_2,2024-02-24,95.4
item_2,2024-02-25,100.6
item_2,2024-02-26,97.3
item_2,2024-02-27,114.3
item_2,2024-02-28,111.8
item_2,2024-02-29,112.0
item_2,2024-03-01,99.1
item_2,2024-03-02,85.0
item_2,2024-03-03,97.6
item_2,2024-03-04,100.6
item_2,2024-03-05,110.8
item_2,2024-03-06,111.9
item_2,2024-03-07,107.7
item_2,2024-03-08,101.5
item_2,2024-03-09,91.8
item_2,2024-03-10,95.3
item_2,2024-03-11,104.6
item_2,2024-03-12,118.4
item_2,2024-03-13,114.9
item_2,2024-03-14,104.6
item_2,2024-03-15,104.2
item_2,2024-03-16,91.4
item_2,2024-03-17,98.7
item_2,2024-03-18,104.9
item_2,2024-03-19,112.7
item_2,2024-03-20,117.9
item_2,2024-03-21,118.4
item_2,2024-03-22,108.4
item_2,2024-03-23,93.2
item_2,2024-03-24,95.0
item_2,2024-03-25,107.8
item_2,2024-03-26,110.0
item_2,2024-03-27,118.0
item_2,2024-03-28,110.7
item_2,2024-03-29,101.6
item_2,2024-03-30,89.7
item_2,2024-03-31,88.2
item_2,2024-04-01,95.4
item_2,2024-04-02,109.1
item_2,2024-04-03,115.0
item_2,2024-04-04,109.8
item_2,2024-04-05,108.2
item_2,2024-04-06,97.7
item_2,2024-04-07,90.9
item_2,2024-04-08,105.3
item_2,2024-04-09,112.2
item_2,2024-04-10,115.9
item_2,2024-04-11,111.9
item_2,2024-04-12,103.1
item_2,2024-04-13,92.1
item_2,2024-04-14,99.2
item_2,2024-04-15,99.5
item_2,2024-04-16,114.0
item_2,2024-04-17,127.6
item_2,2024-04-18,112.2
item_2,2024-04-19,106.6
item_2,2024-04-20,94.0
item_2,2024-04-21,97.4
item_2,2024-04-22,104.0
item_2,2024-04-23,113.5
item_2,2024-04-24,114.3
item_2,2024-04-25,113.2
item_2,2024-04-26,97.6
item_2,2024-04-27,96.4
item_2,2024-04-28,99.6
item_2,2024-04-29,105.9
item_2,2024-04-30,113.2
item_2,2024-05-01,119.4
item_2,2024-05-02,110.5
item_2,2024-05-03,104.9
item_2,2024-05-04,86.6
item_2,2024-05-05,94.1
item_2,2024-05-06,96.6
item_2,2024-05-07,108.5
item_2,2024-05-08,123.2
item_2,2024-05-09,115.5
item_2,2024-05-10,98.5
item_2,2024-05-11,88.1
item_2,2024-05-12,83.8
item_2,2024-05-13,102.6
item_2,2024-05-14,124.4
item_2,2024-05-15,119.6
item_2,2024-05-16,109.8
item_2,2024-05-17,103.4
item_2,2024-05-18,88.1
item_2,2024-05-19,94.6
item_2,2024-05-20,105.3
item_2,2024-05-21,114.5
item_2,2024-05-22,121.2
item_2,2024-05-23,113.6
item_2,2024-05-24,104.4
item_2,2024-05-25,91.7
item_2,2024-05-26,99.6
item_2,2024-05-27,111.6
item_2,2024-05-28,111.1
item_2,2024-05-29,114.7
item_2,2024-05-30,117.8
item_2,2024-05-31,101.1
item_2,2024-06-01,100.3
item_2,2024-06-02,94.4
item_2,2024-06-03,111.1
item_2,2024-06-04,115.7
item_2,2024-06-05,119.5
item_2,2024-06-06,118.8
item_2,2024-06-07,100.6
item_2,2024-06-08,91.1
item_2,2024-06-09,94.5
item_2,2024-06-10,107.3
item_2,2024-06-11,109.1
item_2,2024-06-12,121.2
item_2,2024-06-13,110.6
item_2,2024-06-14,106.8
item_2,2024-06-15,85.4
item_2,2024-06-16,93.4
item_2,2024-06-17,98.9
item_2,2024-06-18,112.2
item_2,2024-06-19,119.8
item_2,2024-06-20,112.2
item_2,2024-06-21,101.4
item_2,2024-06-22,94.5
item_2,2024-06-23,97.5
item_2,2024-06-24,101.8
item_2,2024-06-25,118.6
item_2,2024-06-26,121.6
item_2,2024-06-27,114.7
item_2,2024-06-28,104.8
item_3,2024-01-01,88.9
item_3,2024-01-02,103.2
item_3,2024-01-03,113.4
item_3,2024-01-04,113.2
item_3,2024-01-05,103.5
item_3,2024-01-06,90.6
item_3,2024-01-07,84.3
item_3,2024-01-08,89.2
item_3,2024-01-09,111.2
item_3,2024-01-10,121.6
item_3,2024-01-11,116.5
item_3,2024-01-12,101.6
item_3,2024-01-13,91.8
item_3,2024-01-14,85.2
item_3,2024-01-15,86.8
item_3,2024-01-16,107.7
item_3,2024-01-17,120.1
item_3,2024-01-18,113.9
item_3,2024-01-19,105.3
item_3,2024-01-20,84.2
item_3,2024-01-21,90.2
item_3,2024-01-22,98.0
item_3,2024-01-23,107.4
item_3,2024-01-24,120.9
item_3,2024-01-25,108.2
item_3,2024-01-26,100.3
item_3,2024-01-27,89.2
item_3,2024-01-28,80.9
item_3,2024-01-29,96.2
item_3,2024-01-30,116.7
item_3,2024-01-31,115.1
item_3,2024-02-01,114.8
item_3,2024-02-02,106.2
item_3,2024-02-03,97.1
item_3,2024-02-04,80.7
item_3,2024-02-05,94.7
item_3,2024-02-06,116.4
item_3,2024-02-07,113.5
item_3,2024-02-08,113.4
item_3,2024-02-09,103.9
item_3,2024-02-10,89.0
item_3,2024-02-11,89.1
item_3,2024-02-12,95.0
item_3,2024-02-13,102.3
item_3,2024-02-14,122.5
item_3,2024-02-15,116.6
item_3,2024-02-16,111.1
item_3,2024-02-17,88.9
item_3,2024-02-18,83.7
item_3,2024-02-19,96.6
item_3,2024-02-20,112.8
item_3,2024-02-21,122.6
item_3,2024-02-22,112.5
item_3,2024-02-23,108.5
item_3,2024-02-24,87.6
item_3,2024-02-25,87.6
item_3,2024-02-26,89.1
item_3,2024-02-27,111.9
item_3,2024-02-28,118.0
item_3,2024-02-29,114.5
item_3,2024-03-01,109.5
item_3,2024-03-02,93.1
item_3,2024-03-03,84.5
item_3,2024-03-04,100.9
item_3,2024-03-05,108.7
item_3,2024-03-06,121.7
item_3,2024-03-07,121.1
item_3,2024-03-08,104.5
item_3,2024-03-09,94.4
item_3,2024-03-10,85.2
item_3,2024-03-11,93.8
item_3,2024-03-12,116.3
item_3,2024-03-13,117.7
item_3,2024-03-14,110.7
item_3,2024-03-15,113.8
item_3,2024-03-16,103.0
item_3,2024-03-17,86.1
item_3,2024-03-18,88.1
item_3,2024-03-19,110.0
item_3,2024-03-20,121.1
item_3,2024-03-21,119.9
item_3,2024-03-22,103.3
item_3,2024-03-23,95.5
item_3,2024-03-24,90.1
item_3,2024-03-25,90.2
item_3,2024-03-26,114.4
item_3,2024-03-27,130.8
item_3,2024-03-28,121.7
item_3,2024-03-29,106.7
item_3,2024-03-30,93.0
item_3,2024-03-31,90.9
item_3,2024-04-01,89.6
item_3,2024-04-02,112.6
item_3,2024-04-03,121.4
item_3,2024-04-04,128.8
item_3,2024-04-05,107.8
item_3,2024-04-06,100.6
item_3,2024-04-07,84.3
item_3,2024-04-08,99.3
item_3,2024-04-09,113.6
item_3,2024-04-10,119.8
item_3,2024-04-11,122.5
item_3,2024-04-12,113.7
item_3,2024-04-13,93.0
item_3,2024-04-14,82.3
item_3,2024-04-15,97.2
item_3,2024-04-16,109.0
item_3,2024-04-17,122.3
item_3,2024-04-18,121.8
item_3,2024-04-19,102.3
item_3,2024-04-20,88.2
item_3,2024-04-21,91.4
item_3,2024-04-22,95.5
item_3,2024-04-23,102.7
item_3,2024-04-24,127.2
item_3,2024-04-25,123.6
item_3,2024-04-26,106.7
item_3,2024-04-27,89.7
item_3,2024-04-28,93.2
item_3,2024-04-29,99.4
item_3,2024-04-30,122.9
item_3,2024-05-01,126.1
item_3,2024-05-02,124.4
item_3,2024-05-03,109.2
item_3,2024-05-04,98.6
item_3,2024-05-05,92.7
item_3,2024-05-06,103.3
item_3,2024-05-07,111.6
item_3,2024-05-08,123.0
item_3,2024-05-09,121.3
item_3,2024-05-10,113.4
item_3,2024-05-11,101.7
item_3,2024-05-12,88.7
item_3,2024-05-13,97.0
item_3,2024-05-14,115.3
item_3,2024-05-15,124.1
item_3,2024-05-16,127.4
item_3,2024-05-17,101.6
item_3,2024-05-18,92.7
item_3,2024-05-19,87.8
item_3,2024-05-20,89.8
item_3,2024-05-21,110.6
item_3,2024-05-22,121.8
item_3,2024-05-23,123.1
item_3,2024-05-24,115.4
item_3,2024-05-25,95.4
item_3,2024-05-26,87.1
item_3,2024-05-27,99.2
item_3,2024-05-28,119.0
item_3,2024-05-29,121.9
item_3,2024-05-30,120.6
item_3,2024-05-31,113.5
item_3,2024-06-01,95.9
item_3,2024-06-02,94.2
item_3,2024-06-03,99.7
item_3,2024-06-04,117.9
item_3,2024-06-05,122.0
item_3,2024-06-06,124.6
item_3,2024-06-07,110.8
item_3,2024-06-08,92.2
item_3,2024-06-09,85.7
item_3,2024-06-10,102.9
item_3,2024-06-11,114.1
item_3,2024-06-12,122.4
item_3,2024-06-13,124.6
item_3,2024-06-14,116.5
item_3,2024-06-15,88.3
item_3,2024-06-16,86.3
item_3,2024-06-17,96.8
item_3,2024-06-18,121.7
item_3,2024-06-19,128.0
item_3,2024-06-20,128.4
item_3,2024-06-21,107.8
item_3,2024-06-22,93.3
item_3,2024-06-23,94.5
item_3,2024-06-24,101.1
item_3,2024-06-25,118.4
item_3,2024-06-26,126.5
item_3,2024-06-27,126.8
item_3,2024-06-28,113.4
item_4,2024-01-01,55.3
item_4,2024-01-02,54.3
item_4,2024-01-03,47.9
item_4,2024-01-04,49.2
item_4,2024-01-05,60.5
item_4,2024-01-06,63.4
item_4,2024-01-07,62.9
item_4,2024-01-08,53.2
item_4,2024-01-09,47.9
item_4,2024-01-10,48.2
item_4,2024-01-11,56.5
item_4,2024-01-12,58.7
item_4,2024-01-13,55.4
item_4,2024-01-14,63.7
item_4,2024-01-15,58.1
item_4,2024-01-16,53.7
item_4,2024-01-17,47.9
item_4,2024-01-18,59.7
item_4,2024-01-19,62.2
item_4,2024-01-20,61.0
item_4,2024-01-21,60.3
item_4,2024-01-22,53.3
item_4,2024-01-23,52.0
item_4,2024-01-24,53.9
item_4,2024-01-25,57.4
item_4,2024-01-26,52.3
item_4,2024-01-27,59.4
item_4,2024-01-28,52.9
item_4,2024-01-29,45.4
item_4,2024-01-30,55.5
item_4,2024-01-31,58.1
item_4,2024-02-01,61.3
item_4,2024-02-02,60.3
item_4,2024-02-03,64.3
item_4,2024-02-04,54.9
item_4,2024-02-05,51.2
item_4,2024-02-06,44.2
item_4,2024-02-07,52.6
item_4,2024-02-08,55.9
item_4,2024-02-09,53.9
item_4,2024-02-10,58.5
item_4,2024-02-11,54.4
item_4,2024-02-12,57.3
item_4,2024-02-13,52.0
item_4,2024-02-14,50.8
item_4,2024-02-15,56.5
item_4,2024-02-16,59.1
item_4,2024-02-17,57.7
item_4,2024-02-18,50.2
item_4,2024-02-19,49.3
item_4,2024-02-20,45.2
item_4,2024-02-21,45.6
item_4,2024-02-22,57.3
item_4,2024-02-23,60.3
item_4,2024-02-24,51.1
item_4,2024-02-25,53.8
item_4,2024-02-26,53.7
item_4,2024-02-27,52.3
item_4,2024-02-28,54.5
item_4,2024-02-29,55.2
item_4,2024-03-01,55.1
item_4,2024-03-02,53.7
item_4,2024-03-03,55.5
item_4,2024-03-04,51.1
item_4,2024-03-05,53.0
item_4,2024-03-06,54.6
item_4,2024-03-07,54.3
item_4,2024-03-08,53.3
item_4,2024-03-09,56.6
item_4,2024-03-10,54.8
item_4,2024-03-11,48.6
item_4,2024-03-12,45.3
item_4,2024-03-13,51.0
item_4,2024-03-14,52.7
item_4,2024-03-15,55.6
item_4,2024-03-16,58.9
item_4,2024-03-17,52.1
item_4,2024-03-18,50.1
item_4,2024-03-19,48.5
item_4,2024-03-20,45.3
item_4,2024-03-21,52.6
item_4,2024-03-22,63.7
item_4,2024-03-23,52.8
item_4,2024-03-24,45.1
item_4,2024-03-25,41.5
item_4,2024-03-26,47.4
item_4,2024-03-27,49.7
item_4,2024-03-28,53.8
item_4,2024-03-29,62.6
item_4,2024-03-30,46.6
item_4,2024-03-31,54.9
item_4,2024-04-01,55.0
item_4,2024-04-02,42.5
item_4,2024-04-03,47.9
item_4,2024-04-04,51.1
item_4,2024-04-05,53.9
item_4,2024-04-06,55.8
item_4,2024-04-07,58.8
item_4,2024-04-08,55.9
item_4,2024-04-09,45.5
item_4,2024-04-10,56.8
item_4,2024-04-11,54.0
item_4,2024-04-12,64.3
item_4,2024-04-13,56.5
item_4,2024-04-14,53.5
item_4,2024-04-15,49.9
item_4,2024-04-16,59.4
item_4,2024-04-17,52.4
item_4,2024-04-18,50.9
item_4,2024-04-19,61.0
item_4,2024-04-20,55.3
item_4,2024-04-21,50.8
item_4,2024-04-22,51.8
item_4,2024-04-23,46.6
item_4,2024-04-24,50.0
item_4,2024-04-25,53.6
item_4,2024-04-26,58.3
item_4,2024-04-27,58.2
item_4,2024-04-28,44.8
item_4,2024-04-29,50.7
item_4,2024-04-30,42.3
item_4,2024-05-01,42.9
item_4,2024-05-02,53.1
item_4,2024-05-03,57.1
item_4,2024-05-04,53.6
item_4,2024-05-05,55.7
item_4,2024-05-06,42.4
item_4,2024-05-07,44.4
item_4,2024-05-08,46.1
item_4,2024-05-09,52.9
item_4,2024-05-10,57.7
item_4,2024-05-11,52.1
item_4,2024-05-12,55.1
item_4,2024-05-13,47.9
item_4,2024-05-14,38.3
item_4,2024-05-15,40.4
item_4,2024-05-16,52.9
item_4,2024-05-17,55.5
item_4,2024-05-18,55.5
item_4,2024-05-19,51.9
item_4,2024-05-20,48.3
item_4,2024-05-21,49.5
item_4,2024-05-22,43.6
item_4,2024-05-23,48.0
item_4,2024-05-24,51.8
item_4,2024-05-25,56.9
item_4,2024-05-26,56.8
item_4,2024-05-27,45.5
item_4,2024-05-28,35.5
item_4,2024-05-29,41.0
item_4,2024-05-30,49.2
item_4,2024-05-31,53.7
item_4,2024-06-01,53.9
item_4,2024-06-02,51.7
item_4,2024-06-03,45.8
item_4,2024-06-04,49.5
item_4,2024-06-05,45.0
item_4,2024-06-06,48.9
item_4,2024-06-07,57.7
item_4,2024-06-08,49.2
item_4,2024-06-09,52.9
item_4,2024-06-10,47.2
item_4,2024-06-11,44.5
item_4,2024-06-12,53.8
item_4,2024-06-13,49.7
item_4,2024-06-14,63.8
item_4,2024-06-15,54.3
item_4,2024-06-16,46.1
item_4,2024-06-17,46.9
item_4,2024-06-18,40.6
item_4,2024-06-19,44.3
item_4,2024-06-20,53.5
item_4,2024-06-21,57.6
item_4,2024-06-22,52.5
item_4,2024-06-23,54.9
item_4,2024-06-24,51.1
item_4,2024-06-25,50.5
item_4,2024-06-26,49.2
item_4,2024-06-27,57.2
item_4,2024-06-28,47.7
item_5,2024-01-01,33.4
item_5,2024-01-02,51.4
item_5,2024-01-03,59.8
item_5,2024-01-04,73.3
item_5,2024-01-05,68.0
item_5,2024-01-06,54.8
item_5,2024-01-07,39.4
item_5,2024-01-08,36.8
item_5,2024-01-09,49.4
item_5,2024-01-10,68.0
item_5,2024-01-11,73.8
item_5,2024-01-12,72.2
item_5,2024-01-13,50.8
item_5,2024-01-14,39.9
item_5,2024-01-15,39.6
item_5,2024-01-16,49.1
item_5,2024-01-17,63.2
item_5,2024-01-18,77.0
item_5,2024-01-19,72.7
item_5,2024-01-20,61.1
item_5,2024-01-21,42.3
item_5,2024-01-22,35.3
item_5,2024-01-23,47.9
item_5,2024-01-24,51.5
item_5,2024-01-25,75.9
item_5,2024-01-26,57.0
item_5,2024-01-27,50.3
item_5,2024-01-28,43.9
item_5,2024-01-29,39.6
item_5,2024-01-30,42.8
item_5,2024-01-31,61.3
