eval,restart,step,move,accepted,label,feature_set,scaler,detector,param_n_estimators,param_max_samples,param_max_features,average_precision,roc_auc,precision_at_budget,recall_at_budget,seconds,running_best_ap,param_support_fraction,param_n_components,param_nu,param_gamma,param_n_neighbors,param_metric
0,0,0,start,True,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount | standard",components_amount,standard,iforest,300.0,1024.0,0.8,0.11688457290761763,0.9726605248464546,0.06666666666666667,0.06666666666666667,0.3734437089988205,0.11688457290761763,,,,,,
17,0,2,neighbour,False,elliptic[support_fraction=1.0] | components_amount | standard,components_amount,standard,elliptic,,,,0.2718641308643644,0.9781476828587381,0.2,0.2,3.317806582999765,0.27191306854418484,1.0,,,,,
18,0,2,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components_amount | standard",components_amount,standard,lof,,,,0.158644286735342,0.9749637074260189,0.15,0.15,3.469238583000333,0.27191306854418484,,,,,35.0,manhattan
19,0,2,neighbour,False,elliptic[support_fraction=0.7] | components_amount | standard,components_amount,standard,elliptic,,,,0.271887354088329,0.9781267448352876,0.2,0.2,3.1346382499996253,0.27191306854418484,0.7,,,,,
20,0,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount | quantile,components_amount,quantile,elliptic,,,,0.1257946311670286,0.974463986599665,0.05,0.05,4.025840125001196,0.27191306854418484,0.85,,,,,
21,0,2,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount | standard",components_amount,standard,iforest,300.0,1024.0,0.8,0.11688457290761763,0.9726605248464546,0.06666666666666667,0.06666666666666667,0.3734437089988205,0.27191306854418484,,,,,,
22,0,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount | minmax,components_amount,minmax,elliptic,,,,0.27191306854418484,0.9781476828587381,0.2,0.2,5.374277333001373,0.27191306854418484,0.85,,,,,
23,0,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.9049583329997404,0.28182281310067314,0.85,,,,,
24,0,2,neighbour,False,pca_recon[n_components=10] | components_amount | standard,components_amount,standard,pca_recon,,,,0.24206713223716728,0.9438358458961474,0.21666666666666667,0.21666666666666667,0.012281625000468921,0.27191306854418484,,10.0,,,,
25,0,2,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components_amount | standard",components_amount,standard,ocsvm,,,,0.26390015307594317,0.9764168062534897,0.18333333333333332,0.18333333333333332,0.15657220799948846,0.27191306854418484,,,0.05,0.01,,
26,0,2,neighbour,False,elliptic[support_fraction=0.85] | components | standard,components,standard,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.5192575000000943,0.27191306854418484,0.85,,,,,
27,0,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount | robust,components_amount,robust,elliptic,,,,0.27191306854418484,0.9781476828587381,0.2,0.2,2.6386320419987896,0.27191306854418484,0.85,,,,,
28,0,2,accepted,True,elliptic[support_fraction=0.85] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.9049583329997404,0.28182281310067314,0.85,,,,,
29,0,3,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components_amount_time | standard",components_amount_time,standard,lof,,,,0.16264362050989836,0.98035734226689,0.13333333333333333,0.13333333333333333,3.5461270830001013,0.28182281310067314,,,,,35.0,manhattan
30,0,3,neighbour,False,pca_recon[n_components=10] | components_amount_time | standard,components_amount_time,standard,pca_recon,,,,0.2598326197129039,0.9661571747627024,0.21666666666666667,0.21666666666666667,0.025716707999890787,0.28182281310067314,,10.0,,,,
31,0,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,3.000786042000982,0.28182281310067314,0.85,,,,,
32,0,3,neighbour,False,elliptic[support_fraction=0.85] | components | standard,components,standard,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.5192575000000943,0.28182281310067314,0.85,,,,,
33,0,3,neighbour,False,elliptic[support_fraction=0.7] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.2818727306258972,0.9824846454494696,0.2,0.2,3.2288460420004412,0.2818727306258972,0.7,,,,,
34,0,3,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.920116749999579,0.28190434246571594,1.0,,,,,
35,0,3,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components_amount_time | standard",components_amount_time,standard,ocsvm,,,,0.26883333968804535,0.9794584031267448,0.18333333333333332,0.18333333333333332,0.19230733299991698,0.28182281310067314,,,0.05,0.01,,
36,0,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.759118624999246,0.28182281310067314,0.85,,,,,
37,0,3,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount_time | standard",components_amount_time,standard,iforest,300.0,1024.0,0.8,0.12898733945431426,0.9754815745393635,0.03333333333333333,0.03333333333333333,0.3629815830008738,0.28182281310067314,,,,,,
38,0,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | quantile,components_amount_time,quantile,elliptic,,,,0.1332354923254753,0.9786222780569515,0.05,0.05,3.0916140419994917,0.28182281310067314,0.85,,,,,
39,0,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount | standard,components_amount,standard,elliptic,,,,0.27191306854418484,0.9781476828587381,0.2,0.2,2.602216875000522,0.28182281310067314,0.85,,,,,
40,0,3,accepted,True,elliptic[support_fraction=1.0] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.920116749999579,0.28190434246571594,1.0,,,,,
41,0,4,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components_amount_time | standard",components_amount_time,standard,lof,,,,0.16264362050989836,0.98035734226689,0.13333333333333333,0.13333333333333333,3.5461270830001013,0.28190434246571594,,,,,35.0,manhattan
42,0,4,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.9049583329997404,0.28190434246571594,0.85,,,,,
43,0,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.41789854200033,0.28190434246571594,1.0,,,,,
44,0,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount | standard,components_amount,standard,elliptic,,,,0.2718641308643644,0.9781476828587381,0.2,0.2,3.317806582999765,0.28190434246571594,1.0,,,,,
45,0,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | quantile,components_amount_time,quantile,elliptic,,,,0.13270773356243212,0.9786460078168622,0.05,0.05,3.704404665999391,0.28190434246571594,1.0,,,,,
46,0,4,neighbour,False,elliptic[support_fraction=1.0] | components | standard,components,standard,elliptic,,,,0.2666774156008152,0.9772948073701843,0.18333333333333332,0.18333333333333332,3.252391207999608,0.28190434246571594,1.0,,,,,
47,0,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.5025032499997906,0.28190434246571594,1.0,,,,,
48,0,4,neighbour,False,pca_recon[n_components=10] | components_amount_time | standard,components_amount_time,standard,pca_recon,,,,0.2598326197129039,0.9661571747627024,0.21666666666666667,0.21666666666666667,0.025716707999890787,0.28190434246571594,,10.0,,,,
49,0,4,neighbour,False,elliptic[support_fraction=0.7] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.2818727306258972,0.9824846454494696,0.2,0.2,3.2288460420004412,0.28190434246571594,0.7,,,,,
50,0,4,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components_amount_time | standard",components_amount_time,standard,ocsvm,,,,0.26883333968804535,0.9794584031267448,0.18333333333333332,0.18333333333333332,0.19230733299991698,0.28190434246571594,,,0.05,0.01,,
51,0,4,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount_time | standard",components_amount_time,standard,iforest,300.0,1024.0,0.8,0.12898733945431426,0.9754815745393635,0.03333333333333333,0.03333333333333333,0.3629815830008738,0.28190434246571594,,,,,,
52,1,0,start,True,elliptic[support_fraction=0.85] | components | minmax,components,minmax,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.455931500000588,0.28190434246571594,0.85,,,,,
53,1,1,neighbour,False,elliptic[support_fraction=0.85] | components | quantile,components,quantile,elliptic,,,,0.11814101957761144,0.973714405360134,0.05,0.05,2.740196124999784,0.28190434246571594,0.85,,,,,
54,1,1,neighbour,False,elliptic[support_fraction=0.85] | components | standard,components,standard,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.5192575000000943,0.28190434246571594,0.85,,,,,
55,1,1,neighbour,False,pca_recon[n_components=10] | components | minmax,components,minmax,pca_recon,,,,0.20401210911624096,0.9596998883305417,0.18333333333333332,0.18333333333333332,0.009410708000359591,0.28190434246571594,,10.0,,,,
56,1,1,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.759118624999246,0.28190434246571594,0.85,,,,,
57,1,1,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components | minmax",components,minmax,lof,,,,0.11884260547080618,0.9655402010050251,0.11666666666666667,0.11666666666666667,3.5556051670009765,0.28190434246571594,,,,,35.0,manhattan
58,1,1,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components | minmax",components,minmax,ocsvm,,,,0.11290070390472039,0.9517560022333892,0.13333333333333333,0.13333333333333333,0.22327004100043268,0.28190434246571594,,,0.05,0.01,,
59,1,1,neighbour,False,elliptic[support_fraction=1.0] | components | minmax,components,minmax,elliptic,,,,0.2666774156008152,0.9772948073701843,0.18333333333333332,0.18333333333333332,3.1260677499994927,0.28190434246571594,1.0,,,,,
60,1,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components | minmax",components,minmax,iforest,300.0,1024.0,0.8,0.1050614120954173,0.9655164712451145,0.05,0.05,0.35990154200044344,0.28190434246571594,,,,,,
61,1,1,neighbour,False,elliptic[support_fraction=0.85] | components | robust,components,robust,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.487855124998532,0.28190434246571594,0.85,,,,,
62,1,1,neighbour,False,elliptic[support_fraction=0.7] | components | minmax,components,minmax,elliptic,,,,0.266662456626714,0.9773003908431045,0.18333333333333332,0.18333333333333332,2.8488859999997658,0.28190434246571594,0.7,,,,,
63,1,1,neighbour,False,elliptic[support_fraction=0.85] | components_amount | minmax,components_amount,minmax,elliptic,,,,0.27191306854418484,0.9781476828587381,0.2,0.2,5.374277333001373,0.28190434246571594,0.85,,,,,
64,1,1,accepted,True,elliptic[support_fraction=0.85] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.759118624999246,0.28190434246571594,0.85,,,,,
65,1,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount | minmax,components_amount,minmax,elliptic,,,,0.27191306854418484,0.9781476828587381,0.2,0.2,5.374277333001373,0.28190434246571594,0.85,,,,,
66,1,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,3.000786042000982,0.28190434246571594,0.85,,,,,
67,1,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | quantile,components_amount_time,quantile,elliptic,,,,0.1332354923254753,0.9786222780569515,0.05,0.05,3.0916140419994917,0.28190434246571594,0.85,,,,,
68,1,2,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components_amount_time | minmax",components_amount_time,minmax,ocsvm,,,,0.15776343748601024,0.9620547180346175,0.13333333333333333,0.13333333333333333,0.1793998749999446,0.28190434246571594,,,0.05,0.01,,
69,1,2,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount_time | minmax",components_amount_time,minmax,iforest,300.0,1024.0,0.8,0.12898733945431426,0.9754815745393635,0.03333333333333333,0.03333333333333333,0.37982670899873483,0.28190434246571594,,,,,,
70,1,2,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.41789854200033,0.28190434246571594,1.0,,,,,
71,1,2,neighbour,False,elliptic[support_fraction=0.7] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.2818727306258972,0.9824846454494696,0.2,0.2,2.9535778329991444,0.28190434246571594,0.7,,,,,
72,1,2,neighbour,False,elliptic[support_fraction=0.85] | components | minmax,components,minmax,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.455931500000588,0.28190434246571594,0.85,,,,,
73,1,2,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components_amount_time | minmax",components_amount_time,minmax,lof,,,,0.11816871111025883,0.9671691792294808,0.08333333333333333,0.08333333333333333,4.4897547910004505,0.28190434246571594,,,,,35.0,manhattan
74,1,2,neighbour,False,pca_recon[n_components=10] | components_amount_time | minmax,components_amount_time,minmax,pca_recon,,,,0.17752138810436882,0.9649343941931882,0.16666666666666666,0.16666666666666666,0.02372970800024632,0.28190434246571594,,10.0,,,,
75,1,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.9049583329997404,0.28190434246571594,0.85,,,,,
76,1,2,accepted,True,elliptic[support_fraction=1.0] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.41789854200033,0.28190434246571594,1.0,,,,,
77,1,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.759118624999246,0.28190434246571594,0.85,,,,,
78,1,3,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.920116749999579,0.28190434246571594,1.0,,,,,
79,1,3,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount_time | minmax",components_amount_time,minmax,iforest,300.0,1024.0,0.8,0.12898733945431426,0.9754815745393635,0.03333333333333333,0.03333333333333333,0.37982670899873483,0.28190434246571594,,,,,,
80,1,3,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components_amount_time | minmax",components_amount_time,minmax,ocsvm,,,,0.15776343748601024,0.9620547180346175,0.13333333333333333,0.13333333333333333,0.1793998749999446,0.28190434246571594,,,0.05,0.01,,
81,1,3,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | quantile,components_amount_time,quantile,elliptic,,,,0.13270773356243212,0.9786460078168622,0.05,0.05,3.704404665999391,0.28190434246571594,1.0,,,,,
82,1,3,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components_amount_time | minmax",components_amount_time,minmax,lof,,,,0.11816871111025883,0.9671691792294808,0.08333333333333333,0.08333333333333333,4.4897547910004505,0.28190434246571594,,,,,35.0,manhattan
83,1,3,neighbour,False,elliptic[support_fraction=0.7] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.2818727306258972,0.9824846454494696,0.2,0.2,2.9535778329991444,0.28190434246571594,0.7,,,,,
84,1,3,neighbour,False,elliptic[support_fraction=1.0] | components | minmax,components,minmax,elliptic,,,,0.2666774156008152,0.9772948073701843,0.18333333333333332,0.18333333333333332,3.1260677499994927,0.28190434246571594,1.0,,,,,
85,1,3,neighbour,False,elliptic[support_fraction=1.0] | components_amount | minmax,components_amount,minmax,elliptic,,,,0.2718641308643644,0.9781476828587381,0.2,0.2,3.416307625000627,0.28190434246571594,1.0,,,,,
86,1,3,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.5025032499997906,0.28190434246571594,1.0,,,,,
87,1,3,neighbour,False,pca_recon[n_components=10] | components_amount_time | minmax,components_amount_time,minmax,pca_recon,,,,0.17752138810436882,0.9649343941931882,0.16666666666666666,0.16666666666666666,0.02372970800024632,0.28190434246571594,,10.0,,,,
88,2,0,start,True,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components | robust",components,robust,iforest,300.0,1024.0,0.8,0.1050614120954173,0.9655164712451145,0.05,0.05,0.3956951670006674,0.28190434246571594,,,,,,
89,2,1,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components | robust",components,robust,lof,,,,0.15787863588665194,0.9748729759910664,0.15,0.15,4.689648624998881,0.28190434246571594,,,,,35.0,manhattan
90,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components | minmax",components,minmax,iforest,300.0,1024.0,0.8,0.1050614120954173,0.9655164712451145,0.05,0.05,0.35990154200044344,0.28190434246571594,,,,,,
91,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components | standard",components,standard,iforest,300.0,1024.0,0.8,0.1050614120954173,0.9655164712451145,0.05,0.05,0.3587494580006023,0.28190434246571594,,,,,,
92,2,1,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components | robust",components,robust,ocsvm,,,,0.2625775628297713,0.9772194304857622,0.18333333333333332,0.18333333333333332,0.32466529199882643,0.28190434246571594,,,0.05,0.01,,
93,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount_time | robust",components_amount_time,robust,iforest,300.0,1024.0,0.8,0.12898733945431426,0.9754815745393635,0.03333333333333333,0.03333333333333333,0.5039519170004496,0.28190434246571594,,,,,,
94,2,1,neighbour,False,pca_recon[n_components=10] | components | robust,components,robust,pca_recon,,,,0.037635894486016876,0.8498771635957565,0.03333333333333333,0.03333333333333333,0.032599415999357007,0.28190434246571594,,10.0,,,,
95,2,1,neighbour,False,"iforest[max_features=0.5, max_samples=1024, n_estimators=300] | components | robust",components,robust,iforest,300.0,1024.0,0.5,0.10272915004365768,0.9678824678950306,0.05,0.05,0.41143354199994064,0.28190434246571594,,,,,,
96,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=100] | components | robust",components,robust,iforest,100.0,1024.0,0.8,0.09684348699811719,0.9577917364600781,0.05,0.05,0.15771508299985726,0.28190434246571594,,,,,,
97,2,1,neighbour,False,"iforest[max_features=1.0, max_samples=1024, n_estimators=300] | components | robust",components,robust,iforest,300.0,1024.0,1.0,0.10620046176742001,0.9700404801786712,0.05,0.05,0.36722595899846056,0.28190434246571594,,,,,,
98,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=4096, n_estimators=300] | components | robust",components,robust,iforest,300.0,4096.0,0.8,0.11220136717504495,0.9664265773310998,0.1,0.1,0.4254416250005306,0.28190434246571594,,,,,,
99,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=256, n_estimators=300] | components | robust",components,robust,iforest,300.0,256.0,0.8,0.09892761584760444,0.9660106085985483,0.0,0.0,0.3381907910006703,0.28190434246571594,,,,,,
100,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components | quantile",components,quantile,iforest,300.0,1024.0,0.8,0.11184276171528539,0.9731309324399777,0.016666666666666666,0.016666666666666666,0.5726555839992216,0.28190434246571594,,,,,,
101,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount | robust",components_amount,robust,iforest,300.0,1024.0,0.8,0.11688457290761763,0.9726605248464546,0.06666666666666667,0.06666666666666667,0.36561116599841625,0.28190434246571594,,,,,,
102,2,1,neighbour,False,elliptic[support_fraction=0.85] | components | robust,components,robust,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.487855124998532,0.28190434246571594,0.85,,,,,
103,2,1,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=600] | components | robust",components,robust,iforest,600.0,1024.0,0.8,0.10895060330351979,0.9681448911222781,0.05,0.05,0.7432008750001842,0.28190434246571594,,,,,,
104,2,1,accepted,True,elliptic[support_fraction=0.85] | components | robust,components,robust,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.487855124998532,0.28190434246571594,0.85,,,,,
105,2,2,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components | robust",components,robust,iforest,300.0,1024.0,0.8,0.1050614120954173,0.9655164712451145,0.05,0.05,0.3956951670006674,0.28190434246571594,,,,,,
106,2,2,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components | robust",components,robust,ocsvm,,,,0.2625775628297713,0.9772194304857622,0.18333333333333332,0.18333333333333332,0.32466529199882643,0.28190434246571594,,,0.05,0.01,,
107,2,2,neighbour,False,elliptic[support_fraction=1.0] | components | robust,components,robust,elliptic,,,,0.2666774156008152,0.9772948073701843,0.18333333333333332,0.18333333333333332,3.2201239580008405,0.28190434246571594,1.0,,,,,
108,2,2,neighbour,False,pca_recon[n_components=10] | components | robust,components,robust,pca_recon,,,,0.037635894486016876,0.8498771635957565,0.03333333333333333,0.03333333333333333,0.032599415999357007,0.28190434246571594,,10.0,,,,
109,2,2,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components | robust",components,robust,lof,,,,0.15787863588665194,0.9748729759910664,0.15,0.15,4.689648624998881,0.28190434246571594,,,,,35.0,manhattan
110,2,2,neighbour,False,elliptic[support_fraction=0.85] | components | quantile,components,quantile,elliptic,,,,0.11814101957761144,0.973714405360134,0.05,0.05,2.740196124999784,0.28190434246571594,0.85,,,,,
111,2,2,neighbour,False,elliptic[support_fraction=0.85] | components | minmax,components,minmax,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.455931500000588,0.28190434246571594,0.85,,,,,
112,2,2,neighbour,False,elliptic[support_fraction=0.7] | components | robust,components,robust,elliptic,,,,0.266662456626714,0.9773003908431045,0.18333333333333332,0.18333333333333332,2.902075457999672,0.28190434246571594,0.7,,,,,
113,2,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,3.000786042000982,0.28190434246571594,0.85,,,,,
114,2,2,neighbour,False,elliptic[support_fraction=0.85] | components_amount | robust,components_amount,robust,elliptic,,,,0.27191306854418484,0.9781476828587381,0.2,0.2,2.6386320419987896,0.28190434246571594,0.85,,,,,
115,2,2,neighbour,False,elliptic[support_fraction=0.85] | components | standard,components,standard,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.5192575000000943,0.28190434246571594,0.85,,,,,
